date,Ridership,weather,day temp,night temp,barclays-center_event_occurred,beacon-theatre_event_occurred,blue-note-jazz-club_event_occurred,brooklyn-bowl_event_occurred,carnegie-hall_event_occurred,city-winery-the-loft_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,irving-plaza_event_occurred,kings-theatre_event_occurred,lincoln-center_event_occurred,madison-square-garden_event_occurred,mercury-lounge_event_occurred,metlife-stadium_event_occurred,total_music,palladium-times-square_event_occurred,radio-city-music-hall_event_occurred,sony-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,the-town-hall_event_occurred,yankee-stadium_event_occurred
7/13/20,1175700,Clear sky,86,75,0,0,0,0,0,0,0,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/14/20,1241080,Partly cloudy,84,73,0,0,0,0,0,0,0,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/15/20,1248413,Light intensity shower rain,77,73,0,0,0,0,0,0,0,80,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/16/20,1249128,Few clouds,75,70,0,0,0,0,0,0,0,112,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/17/20,1207265,Moderate rain,81,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/18/20,778936,Partly cloudy,90,75,0,0,0,0,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/19/20,584994,Few clouds,91,77,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/20/20,1156735,Partly cloudy,95,81,0,0,1,0,0,0,1,64,24,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1
7/21/20,1241819,Few clouds,91,81,0,0,1,0,0,0,1,66,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1
7/22/20,1233668,Few clouds,88,79,0,0,1,0,0,0,1,107,27,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1
7/23/20,1233795,Light intensity shower rain,86,75,0,0,0,0,0,0,0,122,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7/24/20,1218138,Moderate rain,75,77,0,0,0,0,0,0,0,99,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/25/20,816604,Partly cloudy,86,73,0,0,0,0,0,0,0,93,22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
7/26/20,606910,Partly cloudy,93,79,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7/27/20,1203503,Partly cloudy,95,79,0,0,0,0,0,0,0,64,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/20,1241770,Broken clouds,91,84,0,0,0,0,0,0,0,68,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7/29/20,1296102,Few clouds,88,79,0,0,0,0,0,0,0,84,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/20,1270172,Broken clouds,91,79,0,0,0,0,0,0,0,104,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7/31/20,1258539,Light intensity drizzle,75,77,0,0,0,0,0,0,1,93,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8/1/20,842468,Few clouds,84,73,0,0,1,0,0,1,2,86,18,0,0,0,0,0,0,1,19,0,0,1,0,0,0,0
8/2/20,590060,Heavy rain in places,82,75,0,0,1,0,0,0,1,47,11,0,0,0,0,0,0,1,7,0,0,1,0,0,0,0
8/3/20,1272996,Clear sky,88,82,0,0,0,0,0,0,1,20,2,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
8/4/20,1027187,Moderate rain,77,77,0,0,1,1,0,0,1,50,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1
8/5/20,1348202,Clear sky,86,75,0,0,1,1,0,0,1,34,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,1
8/6/20,1334694,Heavy rain in places,79,72,0,0,1,1,0,0,1,92,0,0,0,0,0,1,0,1,15,0,1,1,0,0,0,1
8/7/20,1283894,Partly cloudy,79,72,0,1,1,1,0,0,1,70,15,0,0,0,0,0,0,1,9,0,0,0,0,0,0,1
8/8/20,833287,Light rain,79,70,0,0,1,1,0,0,2,37,8,0,0,0,0,0,0,1,13,0,0,0,0,1,0,1
8/9/20,662993,Partly cloudy,82,72,0,0,1,0,0,0,2,28,5,0,0,0,0,0,0,1,7,0,0,1,0,1,0,1
8/10/20,1275268,Few clouds,90,77,0,0,0,0,0,0,1,20,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
8/11/20,1319814,Few clouds,86,79,0,0,1,1,0,0,1,28,5,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
8/12/20,1298963,Broken clouds,88,77,0,0,1,0,0,0,1,32,8,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
8/13/20,1291277,Heavy intensity rain,77,77,1,0,1,0,0,0,1,35,4,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
8/14/20,1355786,Broken clouds,84,73,0,0,1,0,0,0,1,40,10,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0
8/15/20,860789,Broken clouds,84,73,0,1,1,0,0,0,2,29,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
8/16/20,554451,Heavy intensity rain,70,70,0,0,1,0,0,0,1,18,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0
8/17/20,1304485,Clear sky,79,66,0,0,0,0,0,0,1,14,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8/18/20,1369617,Few clouds,82,68,0,0,0,0,0,0,1,24,2,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1
8/19/20,1292148,Heavy rain in places,73,70,0,0,0,0,0,0,1,34,5,0,0,0,0,0,0,1,5,0,0,1,0,0,0,1
8/20/20,1410489,Clear sky,79,68,0,0,0,0,0,0,1,29,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
8/21/20,1387463,Broken clouds,82,68,1,0,0,1,0,0,1,32,2,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1
8/22/20,882522,Few clouds,86,75,0,0,0,1,0,0,1,37,5,1,0,0,0,0,0,1,17,0,0,0,0,0,0,1
8/23/20,671560,Few clouds,82,75,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1
8/24/20,1307345,Few clouds,88,75,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8/25/20,1346490,Few clouds,91,77,0,0,1,0,0,0,1,21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
8/26/20,1407639,Broken clouds,79,72,0,0,1,0,0,0,1,26,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
8/27/20,1358272,Clear sky,90,72,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
8/28/20,1388583,Partly cloudy,86,73,0,0,0,0,0,0,1,23,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
8/29/20,773667,Heavy intensity rain,75,75,0,0,0,0,0,0,1,30,5,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0
8/30/20,748061,Broken clouds,77,72,0,0,0,0,0,0,1,17,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
8/31/20,1397264,Broken clouds,73,66,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9/1/20,1469274,Partly cloudy,75,70,0,0,0,0,0,0,1,21,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
9/2/20,1487969,Heavy intensity rain,75,70,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0
9/3/20,1529185,Few clouds,82,75,1,0,0,0,0,0,1,27,5,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
9/4/20,1568385,Clear sky,82,73,0,0,0,0,0,0,1,23,4,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
9/5/20,1013725,Partly cloudy,77,70,0,0,0,0,0,0,1,23,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
9/6/20,819409,Partly cloudy,79,68,0,0,0,0,0,0,1,13,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9/7/20,870964,Few clouds,77,70,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/20,1555816,Clear sky,82,70,0,0,1,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9/9/20,1610076,Broken clouds,81,70,1,0,1,0,0,0,1,20,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
9/10/20,1543662,Drizzle,79,73,0,0,1,0,0,0,1,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9/11/20,1690334,Partly cloudy,73,73,0,0,1,0,0,0,1,25,4,0,0,0,1,0,0,0,10,0,0,0,1,1,1,1
9/12/20,1083698,Broken clouds,70,64,1,0,1,0,0,0,1,27,3,0,0,1,0,1,0,0,15,0,0,0,0,1,1,1
9/13/20,796740,Overcast clouds,73,64,0,0,1,0,0,0,3,24,3,0,0,1,0,0,0,0,9,0,0,0,0,1,1,1
9/14/20,1604381,Clear sky,77,70,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/15/20,1678078,Clear sky,66,59,1,0,0,0,0,0,1,34,13,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
9/16/20,1686909,Clear sky,72,59,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
9/17/20,1692368,Overcast clouds,73,64,1,0,0,0,0,0,1,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9/18/20,1725443,Overcast clouds,68,64,0,0,0,0,0,0,1,37,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0,0
9/19/20,1136947,Clear sky,63,55,0,0,0,0,0,0,2,29,0,0,0,0,0,1,0,0,9,0,0,1,1,0,0,0
9/20/20,827605,Broken clouds,61,52,0,1,0,0,0,0,1,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
9/21/20,1624139,Clear sky,64,54,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
9/22/20,1698504,Clear sky,72,54,0,0,1,0,0,0,1,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1
9/23/20,1735333,Clear sky,79,59,1,0,1,0,0,0,2,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
9/24/20,1722364,Broken clouds,77,64,0,0,1,1,0,0,1,36,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1
9/25/20,1761591,Broken clouds,75,64,0,0,1,0,0,0,1,36,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1
9/26/20,1120143,Moderate rain,72,64,1,0,1,0,0,0,1,36,0,0,0,1,0,1,0,1,9,0,1,0,0,0,0,1
9/27/20,846179,Clear sky,77,68,0,0,1,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9/28/20,1489240,Light intensity shower rain,75,70,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
9/29/20,1661264,Heavy intensity rain,72,70,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9/30/20,1740820,Few clouds,70,70,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
10/1/20,1809958,Broken clouds,72,63,0,0,0,0,0,0,1,26,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
10/2/20,1790612,Light intensity shower rain,63,61,0,0,0,0,0,0,1,28,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0
10/3/20,1168040,Clear sky,64,55,0,0,0,0,0,0,2,25,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0
10/4/20,852830,Overcast clouds,64,55,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
10/5/20,1678792,Partly cloudy,68,57,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
10/6/20,1758454,Broken clouds,68,59,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/7/20,1770617,Clear sky,73,61,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10/8/20,1798005,Clear sky,63,59,0,0,0,0,0,0,1,21,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
10/9/20,1808079,Broken clouds,66,54,0,0,0,0,0,0,2,28,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
10/10/20,1170227,Broken clouds,72,61,0,0,0,0,0,0,2,24,0,0,0,0,0,1,0,0,7,0,0,0,1,0,0,0
10/11/20,848469,Overcast clouds,64,66,0,0,0,0,0,0,1,15,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
10/12/20,1284655,Heavy intensity rain,52,55,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/13/20,1715183,Drizzle,57,55,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/14/20,1838682,Clear sky,66,55,0,1,0,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/15/20,1853753,Partly cloudy,70,57,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10/16/20,1671320,Heavy intensity rain,54,64,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
10/17/20,1209473,Clear sky,57,48,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
10/18/20,896812,Broken clouds,61,50,0,0,0,0,0,0,2,28,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0
10/19/20,1719153,Broken clouds,64,54,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10/20/20,1780231,Broken clouds,64,59,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/21/20,1812949,Drizzle,66,61,0,0,0,0,0,0,1,31,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
10/22/20,1825208,Overcast clouds,68,64,0,1,0,0,0,0,1,72,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
10/23/20,1842588,Broken clouds,66,64,0,0,1,0,0,0,1,67,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
10/24/20,1185612,Broken clouds,68,63,0,0,1,0,0,0,1,59,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
10/25/20,885001,Overcast clouds,50,48,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
10/26/20,1690651,Drizzle,57,52,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
10/27/20,1815242,Partly cloudy,57,59,0,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
10/28/20,1819352,Overcast clouds,55,54,0,0,0,0,0,0,1,40,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0
10/29/20,1705072,Heavy intensity rain,48,54,0,0,0,0,0,0,1,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10/30/20,1768018,Light intensity drizzle,39,45,0,0,1,0,0,0,1,44,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
10/31/20,1174059,Few clouds,45,37,0,0,0,0,0,0,1,47,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
11/1/20,786675,Drizzle,54,43,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11/2/20,1747908,Partly cloudy,41,43,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/3/20,1602912,Overcast clouds,52,39,0,0,0,0,0,0,1,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/20,1690489,Few clouds,59,45,1,0,0,0,0,0,1,64,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11/5/20,1793796,Few clouds,64,54,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
11/6/20,1837314,Clear sky,68,55,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0
11/7/20,1246321,Clear sky,72,57,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
11/8/20,927670,Clear sky,72,61,0,0,0,0,0,0,1,20,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
11/9/20,1752614,Clear sky,72,57,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11/10/20,1836902,Few clouds,70,61,0,0,1,0,0,0,4,60,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11/11/20,1614812,Overcast clouds,72,64,0,0,1,0,0,0,2,27,10,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
11/12/20,1776666,Light intensity drizzle,52,64,0,0,1,0,0,0,1,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
11/13/20,1816693,Light intensity drizzle,50,50,0,0,1,0,0,0,1,25,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
11/14/20,1215477,Clear sky,52,46,0,0,1,0,0,0,1,44,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0
11/15/20,820858,Overcast clouds,55,43,0,0,1,0,0,0,2,12,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
11/16/20,1741750,Clear sky,52,54,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/17/20,1788847,Partly cloudy,46,45,1,0,0,0,0,0,1,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
11/18/20,1787688,Clear sky,37,36,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0
11/19/20,1757535,Few clouds,45,32,0,0,0,0,0,0,1,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11/20/20,1800423,Clear sky,59,46,0,0,0,0,0,0,1,42,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
11/21/20,1157957,Few clouds,61,54,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
11/22/20,817963,Overcast clouds,50,46,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0
11/23/20,1646525,Clear sky,50,57,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
11/24/20,1735702,Broken clouds,48,43,0,0,0,0,0,0,1,25,8,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
11/25/20,1688227,Overcast clouds,54,45,0,0,0,0,0,0,1,29,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
11/26/20,652276,Light rain,63,55,0,0,0,0,0,0,1,10,2,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0
11/27/20,1263473,Broken clouds,61,55,0,0,0,0,0,0,1,16,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0
11/28/20,1032823,Partly cloudy,57,52,0,0,0,0,0,0,1,22,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0
11/29/20,826974,Clear sky,54,45,0,0,0,0,0,0,1,12,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
11/30/20,1459131,Heavy intensity rain,57,48,0,0,0,0,0,0,1,35,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
12/1/20,1706348,Partly cloudy,52,61,0,0,1,0,0,0,1,39,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0
12/2/20,1699968,Overcast clouds,45,39,0,0,1,0,0,0,1,43,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
12/3/20,1736045,Partly cloudy,50,39,0,0,1,0,0,0,1,36,1,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0
12/4/20,1701628,Overcast clouds,52,46,0,0,1,0,0,0,1,19,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0
12/5/20,1000240,Heavy rain in places,41,46,0,0,1,0,0,0,2,30,1,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0
12/6/20,878393,Clear sky,41,39,0,0,1,0,0,0,1,23,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
12/7/20,1656627,Few clouds,41,34,0,0,0,0,0,0,1,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/8/20,1540893,Clear sky,37,32,0,0,0,0,0,0,1,59,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
12/9/20,1701926,Drizzle,39,32,0,0,0,0,0,0,1,33,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0
12/10/20,1761336,Clear sky,48,37,0,0,1,0,0,0,1,51,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
12/11/20,1786290,Broken clouds,52,41,0,0,0,0,0,0,1,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12/12/20,1091352,Drizzle,52,48,0,0,0,0,0,0,1,31,1,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0
12/13/20,911439,Broken clouds,57,54,0,0,0,0,0,0,2,28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12/14/20,1584089,Heavy intensity rain,37,45,0,0,0,0,0,0,1,46,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/15/20,1783388,Few clouds,39,36,0,0,0,0,0,0,1,63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/16/20,1569079,Overcast clouds,32,30,0,0,0,0,0,0,1,26,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12/17/20,1079818,Overcast clouds,28,30,0,0,0,0,0,0,1,24,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/18/20,1735664,Clear sky,32,27,0,0,0,0,0,0,1,25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/19/20,1112827,Broken clouds,30,25,0,0,0,0,0,0,2,32,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12/20/20,821265,Partly clear and wet snow at times,36,30,0,0,0,0,0,0,1,13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/21/20,1716035,Broken clouds,41,36,0,0,0,0,0,0,1,32,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12/22/20,1760948,Clear sky,45,39,0,0,1,0,0,0,1,36,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
12/23/20,1772537,Broken clouds,43,39,0,0,0,0,0,0,1,32,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
12/24/20,1312480,Overcast clouds,57,45,0,0,0,0,0,0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/25/20,485208,Heavy intensity rain,54,59,0,0,0,0,0,0,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/26/20,879170,Clear sky,32,32,0,0,0,0,0,0,1,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/27/20,760350,Partly cloudy,39,28,0,0,0,0,0,0,1,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/28/20,1510168,Few clouds,50,36,0,0,0,0,0,0,0,19,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/29/20,1555198,Partly cloudy,39,41,0,0,0,0,0,0,1,27,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/30/20,1582486,Broken clouds,39,30,0,0,0,0,0,0,1,29,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12/31/20,1274984,Light intensity drizzle,45,43,0,0,1,0,0,0,1,77,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
1/1/21,613692,Overcast clouds,39,34,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/2/21,988418,Overcast clouds,50,41,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/21,653187,Light intensity drizzle,37,36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/21,1557977,Few clouds,43,36,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/21,1597518,Overcast clouds,41,37,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/21,1613629,Clear sky,41,37,0,0,0,0,0,0,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/21,1611099,Clear sky,41,34,1,0,0,0,0,0,1,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/8/21,1619242,Partly cloudy,39,32,0,0,0,0,0,0,1,16,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/9/21,990412,Overcast clouds,34,30,0,0,0,0,0,0,2,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/10/21,763097,Few clouds,39,32,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/11/21,1568207,Overcast clouds,36,32,0,0,0,0,0,0,1,12,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/12/21,1640428,Clear sky,41,34,1,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/21,1641652,Broken clouds,41,34,0,0,0,0,0,0,1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/21,1647396,Overcast clouds,46,37,0,0,0,0,0,0,1,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/15/21,1627120,Overcast clouds,43,36,0,0,0,0,0,0,1,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/21,991500,Partly cloudy,46,45,0,0,0,0,0,0,2,16,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/17/21,797654,Partly cloudy,43,37,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/18/21,1276978,Partly cloudy,45,41,1,0,1,0,0,0,1,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/19/21,1635915,Broken clouds,41,36,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/21,1575075,Few clouds,41,34,0,0,0,0,0,0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/21,1652842,Partly cloudy,39,28,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/22/21,1672001,Broken clouds,43,36,0,0,0,0,0,0,1,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1/23/21,997551,Partly cloudy,30,34,0,0,0,0,0,0,2,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/21,741139,Partly cloudy,32,25,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/21,1592468,Broken clouds,36,28,0,0,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/21,1550953,Rain and snow,32,32,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
