date,Ridership,weather,day temp,night temp,barclays-center_event_occurred,beacon-theatre_event_occurred,blue-note-jazz-club_event_occurred,brooklyn-bowl_event_occurred,carnegie-hall_event_occurred,city-winery-the-loft_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,irving-plaza_event_occurred,kings-theatre_event_occurred,lincoln-center_event_occurred,madison-square-garden_event_occurred,mercury-lounge_event_occurred,metlife-stadium_event_occurred,total_music,palladium-times-square_event_occurred,radio-city-music-hall_event_occurred,sony-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,the-town-hall_event_occurred,yankee-stadium_event_occurred
8/12/21,2448589,Clear sky,93,77,0,1,1,0,0,1,14,84,12,0,1,0,0,0,0,0,46,0,0,0,0,1,0,0
8/13/21,2430102,Clear sky,93,82,0,1,1,0,0,1,18,109,11,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0
8/14/21,1718222,Thunderstorm with rain,86,82,0,1,1,0,0,1,29,125,15,0,1,0,0,0,0,0,47,0,0,0,0,1,0,0
8/15/21,1430620,Few clouds,82,73,0,1,1,0,0,1,15,76,13,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0
8/16/21,2287627,Overcast clouds,81,72,0,0,1,0,0,1,8,40,5,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0
8/17/21,2427611,Overcast clouds,75,73,0,1,1,0,0,1,10,61,12,0,1,0,0,0,0,0,29,0,0,0,0,0,0,1
8/18/21,2445638,Broken clouds,81,73,1,1,1,0,0,1,14,67,6,0,0,0,0,0,0,0,41,0,0,0,0,0,0,1
8/19/21,2439624,Overcast clouds,84,77,0,1,1,0,0,1,11,81,12,0,0,0,0,0,0,0,49,0,1,0,1,0,0,1
8/20/21,2456334,Drizzle,81,77,1,0,1,0,0,1,17,113,15,1,0,0,1,0,0,0,44,0,1,0,0,0,0,1
8/21/21,1715030,Broken clouds,82,75,0,0,1,0,0,1,21,124,15,1,0,0,0,0,0,0,65,0,0,0,0,1,0,1
8/22/21,745240,Heavy intensity rain,73,75,1,0,1,0,0,1,10,80,13,0,1,0,0,1,0,1,45,0,0,1,0,0,0,1
8/23/21,2052669,Heavy rain in places,79,72,0,0,1,0,0,1,5,34,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
8/24/21,2462365,Clear sky,88,75,0,0,1,0,0,1,0,50,7,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0
8/25/21,2498255,Partly cloudy,90,77,1,0,1,0,0,1,12,72,5,0,1,0,0,1,0,0,40,0,0,0,0,0,0,0
8/26/21,2480137,Clear sky,90,81,0,0,1,0,0,1,10,89,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,0
8/27/21,2388210,Few clouds,90,81,1,0,1,0,0,1,23,141,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
8/28/21,1659434,Drizzle,73,77,0,0,1,0,0,1,28,169,0,1,0,1,0,0,0,0,62,0,0,0,0,1,0,0
8/29/21,1398566,Overcast clouds,75,70,0,0,1,0,0,1,14,104,0,0,0,1,0,0,0,0,51,0,0,0,0,0,0,0
8/30/21,2321000,Partly cloudy,82,75,0,0,1,0,0,1,8,55,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
8/31/21,2532584,Broken clouds,84,77,0,0,1,0,0,1,9,61,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
9/1/21,2294448,Heavy intensity rain,70,75,0,0,1,0,0,1,14,81,6,0,0,0,0,0,0,0,39,0,0,0,0,1,0,0
9/2/21,1661558,Clear sky,75,64,0,0,1,0,0,1,14,94,7,0,0,0,1,0,0,0,17,0,0,0,0,1,0,0
9/3/21,2390392,Overcast clouds,72,64,0,0,1,0,0,1,20,134,11,0,1,0,0,1,0,0,45,0,0,0,0,1,0,1
9/4/21,1777639,Partly cloudy,77,64,0,0,1,0,0,1,30,148,0,0,1,1,0,0,0,0,44,0,0,0,1,1,0,1
9/5/21,1415352,Drizzle,73,68,0,0,1,0,0,1,15,95,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1
9/6/21,1521388,Clear sky,81,72,0,0,1,1,0,0,8,39,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,1
9/7/21,2233674,Clear sky,79,70,0,0,1,1,0,1,10,51,4,0,0,0,0,0,0,0,28,0,0,1,1,0,0,1
9/8/21,2529619,Light intensity shower rain,79,72,0,0,1,1,0,1,15,87,1,0,0,0,0,0,0,0,31,0,0,1,0,0,0,1
9/9/21,2702713,Heavy intensity rain,72,73,0,1,1,1,0,1,8,118,10,0,1,0,0,0,0,0,36,0,0,1,1,1,0,1
9/10/21,2840443,Clear sky,73,68,0,0,1,1,0,1,13,135,11,1,1,0,0,1,0,0,56,0,0,1,0,1,0,0
9/11/21,1983091,Broken clouds,75,64,0,0,1,1,0,1,9,135,13,1,1,0,1,0,0,0,49,0,0,0,0,1,0,0
9/12/21,1589976,Few clouds,82,70,1,0,1,1,0,1,6,91,9,0,1,0,0,1,0,1,37,0,0,0,0,0,1,0
9/13/21,2852796,Broken clouds,82,77,0,1,1,0,0,1,0,56,8,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1
9/14/21,3011275,Partly cloudy,77,73,0,1,1,0,0,1,6,69,6,0,0,1,0,0,0,0,49,0,0,1,0,0,0,0
9/15/21,2987334,Few clouds,84,73,0,0,1,1,0,1,9,73,7,0,0,0,0,0,0,0,26,0,0,1,1,0,0,0
9/16/21,2534545,Overcast clouds,73,72,0,0,1,1,0,1,6,94,6,0,1,0,0,1,0,0,16,0,0,1,0,1,1,0
9/17/21,3028545,Overcast clouds,73,70,1,0,1,1,0,1,0,136,11,0,1,0,1,0,0,0,30,0,1,0,0,1,0,1
9/18/21,2014848,Few clouds,81,72,0,0,1,1,0,1,12,144,14,0,1,0,0,0,0,0,50,1,1,0,1,1,1,1
9/19/21,1596823,Clear sky,75,72,1,0,1,1,0,1,7,106,12,0,1,0,0,0,0,1,52,0,0,1,0,0,0,1
9/20/21,2883211,Broken clouds,73,64,0,0,1,0,0,1,4,55,6,0,1,0,0,0,0,0,23,0,0,1,0,0,1,1
9/21/21,3018312,Broken clouds,73,66,0,0,1,0,0,1,9,63,13,0,0,0,0,0,0,0,29,0,0,0,0,1,0,1
9/22/21,3021113,Few clouds,77,72,0,0,1,1,0,1,8,78,5,0,1,0,0,1,0,0,34,0,1,1,1,1,0,1
9/23/21,3016106,Light rain,77,75,0,1,1,1,0,1,8,98,8,1,1,0,0,0,0,0,32,0,1,1,1,1,0,0
9/24/21,3121747,Clear sky,73,66,1,1,1,1,0,1,13,120,8,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0
9/25/21,2129492,Clear sky,75,63,0,0,1,1,0,0,8,139,12,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
9/26/21,1614677,Partly cloudy,72,64,0,0,1,1,0,1,5,100,8,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0
9/27/21,2873368,Clear sky,79,63,0,0,1,0,0,1,5,55,7,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0
9/28/21,2927715,Heavy rain in places,72,70,0,1,1,0,0,1,5,75,11,0,1,0,0,1,0,0,44,0,0,0,0,1,1,0
9/29/21,3063720,Overcast clouds,66,59,0,0,1,1,0,1,9,77,4,0,1,0,0,0,0,0,13,0,0,1,0,1,0,0
9/30/21,3146861,Broken clouds,64,61,0,1,1,1,0,1,6,105,12,0,1,0,0,0,0,0,32,0,1,0,1,1,0,0
10/1/21,3162881,Clear sky,66,57,0,1,1,1,0,1,2,129,17,0,1,0,0,1,0,0,64,0,0,1,0,1,0,1
10/2/21,2063660,Partly cloudy,73,57,1,1,1,1,0,1,5,149,1,1,1,0,0,1,0,0,52,0,1,1,1,1,1,1
10/3/21,1575738,Few clouds,75,64,0,0,1,1,0,1,6,103,0,0,1,0,0,1,0,1,40,0,1,1,0,0,0,1
10/4/21,2864349,Light intensity drizzle,68,70,0,0,0,0,0,1,4,59,10,0,0,0,0,1,0,0,30,0,0,1,0,0,0,0
10/5/21,3091160,Overcast clouds,64,63,0,1,1,0,0,1,4,74,10,0,1,0,0,1,0,0,46,0,0,0,1,1,1,0
10/6/21,3140986,Overcast clouds,68,63,0,1,1,1,0,1,7,97,9,0,1,0,0,1,0,0,42,0,0,1,1,1,0,0
10/7/21,3190747,Broken clouds,70,64,1,0,1,1,0,1,3,109,4,0,1,0,0,0,0,0,37,0,0,1,1,1,1,0
10/8/21,3168473,Partly cloudy,73,64,1,1,1,1,0,1,10,124,0,0,1,1,1,1,0,0,50,0,1,0,1,0,1,0
10/9/21,2052699,Broken clouds,66,64,1,1,1,1,0,1,6,139,12,0,1,0,0,0,0,1,65,0,1,1,1,1,0,0
10/10/21,1499385,Drizzle,63,63,0,0,1,1,0,1,4,100,11,0,1,0,0,0,0,0,38,0,1,1,0,1,1,0
10/11/21,2263615,Broken clouds,70,63,0,1,1,0,0,0,7,64,12,0,1,0,0,0,0,0,39,0,1,0,0,1,0,0
10/12/21,3102879,Overcast clouds,70,63,0,0,1,0,0,1,5,67,11,0,0,0,0,0,0,0,43,0,1,1,0,1,1,0
10/13/21,3157457,Overcast clouds,70,63,0,0,1,1,0,1,5,0,12,0,0,1,0,1,0,0,18,0,1,1,0,0,0,0
10/14/21,3240686,Partly cloudy,75,66,1,0,1,1,0,1,5,129,3,0,0,0,0,1,0,0,32,0,0,1,0,1,0,0
10/15/21,3227068,Broken clouds,75,64,0,1,1,1,0,1,13,155,1,0,1,0,0,1,0,0,59,0,0,1,1,0,1,0
10/16/21,2042027,Broken clouds,73,68,1,1,1,1,0,0,7,162,16,0,0,0,1,1,0,0,65,0,0,0,1,1,1,0
10/17/21,1629991,Few clouds,63,57,1,1,1,1,0,1,9,102,15,0,1,0,0,1,0,1,25,0,0,1,1,1,1,0
10/18/21,2982883,Few clouds,59,54,0,0,1,0,1,1,4,63,10,0,1,0,0,0,0,0,36,0,0,1,0,1,0,0
10/19/21,3178208,Clear sky,64,50,0,0,1,0,1,1,5,74,11,0,1,0,0,0,0,0,48,0,0,1,0,0,0,0
10/20/21,3234327,Clear sky,73,59,0,0,1,1,1,1,7,93,8,0,0,0,0,1,0,0,36,0,0,1,0,0,0,0
10/21/21,3267697,Few clouds,72,63,0,1,1,1,1,1,9,117,10,0,1,0,0,0,0,0,33,0,0,0,0,1,1,0
10/22/21,3225816,Broken clouds,66,64,0,1,1,1,1,1,11,158,21,0,1,0,0,1,0,0,64,0,0,0,0,1,0,0
10/23/21,2077488,Overcast clouds,57,55,0,0,1,1,1,1,11,159,22,0,0,0,0,1,0,0,63,0,0,0,1,1,1,0
10/24/21,1599927,Broken clouds,57,52,1,1,1,1,0,1,3,107,24,0,1,0,0,1,0,1,37,0,0,0,1,1,1,0
10/25/21,2994936,Broken clouds,72,59,1,1,1,0,0,1,6,68,8,0,1,0,0,1,0,0,38,0,0,0,0,1,1,0
10/26/21,2702635,Drizzle,61,61,0,0,1,0,0,1,8,91,13,0,0,1,0,1,0,0,51,0,0,1,1,1,0,0
10/27/21,3300580,Broken clouds,59,54,1,1,1,1,0,1,7,99,2,0,0,0,0,0,0,0,28,0,0,1,0,1,1,0
10/28/21,3365971,Overcast clouds,55,52,1,1,1,1,1,1,7,117,5,0,0,0,0,0,0,0,69,0,0,1,0,1,0,0
10/29/21,3251779,Overcast clouds,54,52,1,1,1,1,1,1,10,170,5,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
10/30/21,2044310,Few clouds,63,54,1,1,1,1,0,1,9,157,24,0,1,0,0,1,0,0,47,0,0,0,0,1,0,0
10/31/21,1746769,Broken clouds,63,55,1,0,1,1,0,1,3,136,24,0,1,0,0,1,0,1,60,0,0,1,1,1,0,0
11/1/21,3034306,Clear sky,57,55,0,0,1,0,0,1,5,56,12,0,1,0,0,1,0,0,29,0,0,0,0,0,0,0
11/2/21,2848222,Overcast clouds,52,48,0,0,1,0,0,1,6,69,22,0,1,0,0,0,0,0,36,0,0,1,0,1,0,0
11/3/21,3293732,Clear sky,50,45,1,0,1,1,0,1,9,97,11,0,1,0,0,0,0,0,47,0,0,1,0,1,0,0
11/4/21,3284315,Broken clouds,48,41,0,1,1,1,0,1,10,123,5,0,1,0,0,0,0,0,59,0,0,1,1,1,1,0
11/5/21,3293438,Clear sky,50,43,1,1,1,1,1,1,12,137,2,0,1,0,0,1,0,0,9,0,1,1,1,1,1,0
11/6/21,2195864,Clear sky,50,41,1,1,1,1,1,1,7,151,18,0,1,0,0,1,0,0,59,0,0,0,1,1,1,0
11/7/21,1888985,Broken clouds,54,43,0,0,1,1,0,1,7,119,25,0,1,1,0,1,0,1,16,0,0,1,0,1,1,0
11/8/21,3065533,Clear sky,61,46,0,0,1,0,1,1,9,62,10,0,0,0,0,1,0,0,32,0,0,0,0,1,0,0
11/9/21,3279457,Clear sky,66,52,0,0,1,1,1,1,9,77,9,0,1,1,0,0,0,0,48,0,0,1,0,1,0,0
11/10/21,3351992,Clear sky,64,55,1,0,1,0,1,1,9,98,16,0,1,0,0,1,0,0,50,0,0,0,1,1,1,0
11/11/21,2922235,Broken clouds,57,48,1,1,1,1,1,1,13,115,1,0,1,0,0,0,0,0,40,0,0,1,0,0,1,0
11/12/21,3158682,Moderate rain,61,59,1,1,1,1,1,1,13,151,5,0,0,0,0,1,0,0,77,0,0,1,1,1,1,0
11/13/21,2169863,Overcast clouds,59,52,1,1,1,1,1,1,16,165,0,0,1,0,1,1,0,0,83,0,0,0,1,1,1,0
11/14/21,1703136,Overcast clouds,48,41,1,0,1,1,0,1,7,120,25,0,1,1,0,1,0,1,50,0,0,1,1,1,1,0
11/15/21,3110969,Overcast clouds,46,43,0,1,0,0,1,1,4,57,11,0,0,0,0,1,0,0,25,0,0,1,1,1,0,0
11/16/21,3340844,Partly cloudy,48,41,1,1,1,0,0,1,5,92,25,0,1,0,0,1,0,0,46,0,0,1,1,1,0,0
11/17/21,3369069,Overcast clouds,54,39,1,1,1,1,1,1,10,92,9,0,1,0,0,1,0,0,48,0,0,0,0,0,1,0
11/18/21,3412249,Few clouds,64,55,1,0,1,1,1,1,5,111,0,0,1,0,0,0,0,0,42,0,0,1,1,1,1,0
11/19/21,3316999,Clear sky,48,48,1,1,1,1,1,1,4,135,1,0,1,0,0,1,0,0,63,0,0,1,0,1,1,0
11/20/21,2135731,Broken clouds,46,37,0,1,1,1,0,1,6,154,18,0,1,0,0,1,0,0,69,0,0,1,1,1,1,0
11/21/21,1674206,Partly cloudy,54,45,1,1,1,1,1,0,6,109,13,0,1,0,0,1,0,1,55,0,0,1,1,0,0,0
11/22/21,3130363,Overcast clouds,50,54,1,0,1,0,0,1,4,53,9,0,0,0,0,0,0,0,25,0,0,1,1,0,0,0
11/23/21,3286591,Few clouds,41,36,0,0,1,1,0,1,3,81,25,0,1,0,0,1,0,0,38,0,0,0,0,1,0,0
11/24/21,3085289,Clear sky,45,34,1,0,1,1,0,1,6,95,17,0,1,0,0,0,0,0,50,0,0,1,1,0,0,0
11/25/21,1357198,Broken clouds,52,41,0,0,1,0,0,0,1,18,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
11/26/21,2089772,Light rain,43,46,1,0,1,1,0,0,10,107,14,0,0,1,0,1,0,0,55,0,0,0,1,1,0,0
11/27/21,1880422,Clear sky,41,36,1,0,1,1,0,0,2,131,21,0,1,1,0,1,0,0,41,0,0,0,1,1,1,0
11/28/21,1465745,Broken clouds,39,36,0,0,1,1,0,0,3,83,16,0,1,0,1,1,0,1,34,0,0,0,0,1,0,0
11/29/21,2996015,Few clouds,41,39,0,0,1,0,0,1,3,52,14,0,0,0,0,1,0,0,25,0,0,0,0,1,0,0
11/30/21,3207209,Overcast clouds,39,32,1,0,1,1,1,1,6,87,28,0,0,0,0,1,0,0,40,0,0,1,1,1,0,0
12/1/21,3326469,Broken clouds,48,39,0,0,1,1,1,1,8,72,3,0,1,0,0,1,0,0,35,0,0,0,1,1,0,0
12/2/21,3358843,Overcast clouds,55,45,0,0,1,1,1,0,8,100,2,0,1,0,0,1,0,0,58,0,0,0,1,1,0,0
12/3/21,3374097,Broken clouds,46,48,1,1,1,1,0,0,12,119,2,0,0,0,0,1,0,0,52,0,0,1,0,1,1,0
12/4/21,2318147,Few clouds,48,37,1,0,1,1,1,1,13,151,11,0,1,0,0,1,0,0,61,0,0,1,1,1,1,0
12/5/21,1737352,Partly cloudy,46,39,0,1,1,1,1,1,8,118,15,0,1,0,0,1,0,1,60,0,0,1,0,1,1,0
12/6/21,3135869,Partly cloudy,59,50,0,0,1,0,1,0,7,59,6,0,1,0,0,1,0,0,35,0,0,1,0,1,1,0
12/7/21,3367790,Overcast clouds,43,43,0,0,1,0,0,1,8,81,18,0,0,0,0,0,0,0,43,0,0,0,0,1,0,0
12/8/21,3378727,Drizzle,39,37,0,1,1,1,1,1,10,86,8,0,0,0,0,1,0,0,52,0,0,0,0,1,1,0
12/9/21,3433600,Broken clouds,39,34,0,0,1,1,1,0,6,104,2,0,1,0,0,0,0,0,57,0,0,0,1,1,1,0
12/10/21,3417451,Broken clouds,48,37,0,1,1,1,1,1,10,123,1,0,1,1,0,1,0,0,21,0,0,0,1,1,1,0
12/11/21,2266265,Overcast clouds,59,46,1,1,1,1,1,1,13,154,10,0,1,1,0,1,0,0,76,0,0,0,1,1,1,0
12/12/21,1829872,Clear sky,48,50,1,0,1,1,0,1,9,110,24,0,1,0,0,1,0,1,47,0,0,0,0,0,0,0
12/13/21,3120850,Clear sky,52,41,0,0,1,0,0,1,4,53,6,0,1,0,0,0,0,0,32,0,0,0,0,0,1,0
12/14/21,3274170,Few clouds,52,45,1,0,1,1,1,1,8,66,7,0,1,0,0,1,0,0,40,0,0,0,0,1,0,0
12/15/21,3242168,Broken clouds,50,41,0,0,1,1,1,0,10,81,3,0,0,0,0,1,0,0,48,0,0,0,0,1,1,0
12/16/21,3219799,Broken clouds,61,55,1,0,1,0,0,0,10,97,3,0,0,0,0,1,0,0,34,0,0,0,0,1,1,0
12/17/21,3112088,Broken clouds,59,59,1,0,1,1,1,1,9,117,1,0,0,0,0,1,0,0,53,0,0,0,1,1,1,0
12/18/21,1880969,Drizzle,41,46,1,0,1,1,0,1,11,126,15,0,1,1,0,0,0,0,61,0,0,0,1,1,1,0
12/19/21,1579809,Broken clouds,41,46,1,0,1,1,0,0,9,102,15,0,1,1,0,0,0,1,43,0,0,1,0,0,1,0
12/20/21,2716451,Clear sky,37,30,0,1,1,0,1,0,3,54,3,0,0,0,0,1,0,0,27,0,0,0,0,0,0,0
12/21/21,2697325,Broken clouds,43,34,0,0,1,0,0,0,4,42,11,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0
12/22/21,2634565,Clear sky,46,41,0,0,1,1,0,0,9,66,10,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0
12/23/21,2486489,Broken clouds,36,32,0,0,1,0,1,0,12,59,9,0,0,0,0,1,0,0,23,0,0,1,0,0,0,0
12/24/21,1575449,Clear sky,41,34,0,0,1,0,1,0,15,47,11,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0
12/25/21,810937,Light intensity drizzle,45,39,0,0,1,0,0,0,7,34,10,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0
12/26/21,1284738,Few clouds,46,48,0,0,1,0,0,0,11,55,12,0,1,1,0,1,0,1,14,0,0,1,0,0,0,0
12/27/21,2007649,Snow,36,39,0,0,1,0,1,0,12,54,0,0,0,0,0,1,0,0,22,0,0,0,0,1,0,0
12/28/21,2168419,Overcast clouds,50,39,0,0,1,0,0,0,11,49,14,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0
12/29/21,2167077,Overcast clouds,45,41,0,0,1,0,1,0,14,66,14,0,0,0,0,0,0,0,27,0,0,0,0,0,1,1
12/30/21,2198415,Broken clouds,46,45,1,0,1,0,0,0,12,66,2,0,0,0,0,0,0,0,24,0,0,0,1,0,1,0
12/31/21,1627589,Overcast clouds,52,48,0,0,1,0,0,0,6,124,8,0,0,1,0,0,0,0,7,0,0,0,1,0,1,0
1/1/22,1027918,Heavy intensity rain,54,50,1,0,1,0,0,1,8,33,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
1/2/22,1219735,Overcast clouds,55,52,0,0,1,0,0,1,3,21,6,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0
1/3/22,2168229,Snow,28,37,1,0,1,0,0,1,1,13,4,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0
1/4/22,2289352,Few clouds,34,25,0,0,1,0,0,0,1,19,6,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0
1/5/22,2267942,Heavy rain in places,41,34,0,0,1,0,0,1,6,31,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0
1/6/22,2391176,Partly cloudy,41,41,0,0,1,0,1,1,4,44,1,0,0,0,0,1,0,0,27,0,0,1,0,0,0,0
1/7/22,2121941,Clear sky,34,32,1,0,1,0,1,0,2,57,1,0,1,0,0,1,0,0,35,0,0,0,0,0,1,0
1/8/22,1486065,Clear sky,30,25,0,0,1,0,1,1,8,69,20,0,0,0,0,1,0,0,30,0,0,0,0,1,1,0
1/9/22,1102472,Drizzle,37,28,1,1,1,0,1,1,8,53,16,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0
1/10/22,2347323,Clear sky,30,37,0,0,1,0,0,1,3,35,7,0,0,1,0,1,0,0,24,0,0,1,0,0,0,0
1/11/22,2266378,Clear sky,19,23,0,0,1,0,1,0,5,35,11,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0
1/12/22,2459224,Partly cloudy,37,21,0,0,1,0,1,0,5,43,5,0,1,0,0,1,0,0,28,0,0,1,0,1,0,0
1/13/22,2524197,Broken clouds,45,34,1,1,1,0,1,1,7,58,0,0,0,0,0,0,0,0,35,0,0,1,0,1,0,0
1/14/22,2522972,Broken clouds,41,37,0,0,1,1,0,1,4,68,2,0,1,0,0,1,0,0,13,0,0,1,1,1,0,0
1/15/22,1434676,Overcast clouds,19,21,1,0,1,1,0,1,10,63,12,0,0,0,0,1,0,0,30,1,0,1,1,0,0,0
1/16/22,1165626,Overcast clouds,25,16,0,0,1,1,0,0,7,58,4,0,0,1,0,0,0,0,30,0,0,1,0,0,0,0
1/17/22,1600048,Overcast clouds,37,37,0,0,1,0,0,1,4,36,7,0,0,0,0,1,0,0,19,0,0,1,0,0,0,0
1/18/22,2541044,Few clouds,36,32,0,0,1,0,1,1,6,44,12,0,0,0,0,1,0,0,23,0,0,0,0,1,0,0
1/19/22,2642129,Broken clouds,45,28,1,0,1,1,1,0,7,51,7,0,1,0,0,1,0,0,31,0,0,0,0,1,0,0
1/20/22,2545486,Snow,34,43,1,0,1,1,1,1,6,57,1,0,1,0,0,1,0,0,33,0,1,1,0,0,0,0
1/21/22,2565781,Broken clouds,23,21,1,1,1,1,0,1,10,81,2,0,1,0,0,1,0,0,49,0,1,1,0,1,0,0
1/22/22,1583650,Clear sky,28,19,1,1,1,1,1,1,20,89,15,0,0,0,0,1,0,0,47,0,0,0,0,1,0,0
1/23/22,1245716,Broken clouds,34,27,1,0,1,1,0,0,9,58,14,0,0,0,0,1,0,0,29,0,0,0,0,0,0,0
1/24/22,2536827,Overcast clouds,30,30,0,0,1,0,1,0,5,34,8,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0
1/25/22,2701246,Broken clouds,43,36,1,0,1,0,0,0,7,43,14,0,1,0,0,0,0,0,19,0,0,1,1,1,0,0
1/26/22,2711803,Clear sky,27,27,1,0,1,0,0,0,7,45,8,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0
1/27/22,2724979,Clear sky,30,21,0,0,1,1,1,1,5,68,2,0,1,0,0,0,0,0,43,0,1,0,1,1,0,0
1/28/22,2703403,Cloudy and light snow,32,30,0,1,1,1,1,0,7,76,0,0,1,0,0,1,0,0,42,0,1,0,1,1,1,0
1/29/22,999347,Heavy snow,18,27,0,0,1,1,0,1,11,80,12,0,1,0,0,1,0,0,45,0,1,0,1,1,0,0
1/30/22,1262477,Clear sky,23,14,0,0,1,1,0,0,3,41,12,0,1,0,0,1,0,0,20,0,0,1,0,0,0,0
1/31/22,2575762,Overcast clouds,28,18,0,0,0,0,1,0,4,24,7,0,0,0,0,1,0,0,11,0,0,0,0,0,1,0
2/1/22,2635083,Partly cloudy,34,21,0,0,1,0,1,0,5,38,7,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0
2/2/22,2940152,Overcast clouds,41,34,0,0,1,0,0,0,5,51,16,0,1,0,0,1,0,0,22,0,0,1,0,0,0,0
2/3/22,2914198,Heavy intensity rain,45,43,0,1,1,1,1,1,7,62,2,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0
2/4/22,2725725,Shower sleet,34,50,0,1,1,1,1,1,2,81,1,0,1,0,0,0,0,0,48,1,0,1,0,0,1,0
2/5/22,1792780,Clear sky,30,28,0,1,1,1,1,1,4,101,25,0,0,1,0,1,0,0,50,0,1,0,1,1,1,0
2/6/22,1323892,Broken clouds,28,21,0,0,1,1,1,0,6,75,22,0,0,0,0,0,0,0,39,1,0,1,0,0,0,0
2/7/22,2784230,Drizzle,36,32,0,0,1,0,1,1,4,33,8,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
2/8/22,3016648,Few clouds,45,36,1,0,1,0,1,0,5,46,10,0,0,0,0,1,0,0,26,0,0,1,1,1,0,0
2/9/22,3088775,Clear sky,43,34,0,0,1,0,0,1,9,38,2,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0
2/10/22,3112489,Few clouds,50,39,1,0,1,1,1,1,8,85,2,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0
2/11/22,3015472,Clear sky,54,36,0,1,1,1,1,1,7,81,1,0,1,1,0,1,0,0,42,0,1,0,1,1,0,0
2/12/22,2026308,Overcast clouds,57,50,0,1,1,1,1,1,11,107,14,0,1,1,0,1,0,0,63,1,1,0,1,1,0,0
2/13/22,1349864,Snow,32,41,0,0,1,1,1,1,6,58,12,0,0,1,0,1,0,0,26,0,0,0,0,0,0,0
2/14/22,2907825,Few clouds,25,25,1,0,1,1,0,1,3,48,7,0,0,0,0,1,0,0,30,0,0,1,0,1,0,0
2/15/22,3030742,Clear sky,30,19,1,0,1,0,0,1,5,43,9,0,0,0,0,1,0,0,26,0,0,1,0,0,0,0
2/16/22,3100639,Broken clouds,43,28,0,0,1,0,1,1,5,53,8,0,0,0,0,1,0,0,34,0,0,1,1,1,1,0
2/17/22,3109956,Overcast clouds,59,48,1,0,1,0,1,0,10,78,2,0,1,0,0,1,0,0,44,0,0,1,1,1,1,0
2/18/22,2953785,Clear sky,43,55,0,0,1,1,0,1,11,105,1,0,1,0,0,1,0,0,62,0,0,0,1,1,0,0
2/19/22,1792136,Overcast clouds,37,30,0,0,1,1,1,1,12,109,15,0,1,1,0,1,0,0,60,1,0,1,0,1,0,0
2/20/22,1477125,Partly cloudy,34,25,1,0,1,1,1,1,10,78,13,0,1,0,0,1,0,0,41,0,1,0,0,1,0,0
2/21/22,1942267,Broken clouds,50,34,0,0,1,0,1,1,4,45,9,0,0,0,0,1,0,0,28,0,0,0,0,1,0,0
2/22/22,2669508,Overcast clouds,54,45,0,0,1,0,1,1,6,58,12,0,1,0,0,1,0,0,36,0,0,0,1,1,1,0
2/23/22,2894245,Broken clouds,66,59,0,0,1,1,1,1,8,64,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2/24/22,2858146,Overcast clouds,34,34,1,0,1,1,1,1,13,105,1,0,1,1,0,1,0,0,48,0,1,0,0,1,0,0
2/25/22,2575630,Light intensity drizzle,37,32,0,0,1,1,1,1,19,121,1,0,1,0,0,1,0,0,66,0,1,1,1,0,0,0
