date,barclays-center_event_occurred,blue-note-jazz-club_event_occurred,carnegie-hall_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,kings-theatre_event_occurred,madison-square-garden_event_occurred,metlife-stadium_event_occurred,total_music,radio-city-music-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,yankee-stadium_event_occurred,nyc_holiday
2021-03-11,0,0,0,1.0,20.0,3,0,0,0,0,0.0,0,0,0,0,0
2021-03-12,1,0,0,1.0,28.0,1,0,0,0,0,1.0,0,0,0,0,0
2021-03-13,0,0,0,2.0,27.0,0,0,0,0,0,0.0,0,0,0,0,0
2021-03-14,0,0,0,0.0,10.0,1,0,0,0,0,0.0,0,0,0,0,0
2021-03-15,0,0,0,1.0,14.0,2,0,0,0,0,0.0,0,0,0,0,0
2021-03-16,0,0,0,0.0,13.0,2,0,0,0,0,0.0,0,0,0,0,0
2021-03-17,0,0,0,1.0,30.0,0,0,0,0,0,1.0,0,0,0,0,0
2021-03-18,0,0,0,1.0,13.0,2,0,0,0,0,0.0,0,0,0,0,0
2021-03-19,1,0,0,2.0,24.0,2,0,0,1,0,2.0,0,0,0,0,0
2021-03-20,0,0,0,2.0,21.0,3,0,0,0,0,2.0,0,0,1,0,0
2021-03-21,1,0,0,0.0,26.0,2,0,0,0,0,4.0,0,0,0,0,0
2021-03-22,0,0,0,2.0,11.0,1,0,0,0,0,0.0,0,0,0,0,0
2021-03-23,0,0,0,0.0,17.0,2,0,0,0,0,1.0,0,0,0,0,0
2021-03-24,0,0,0,1.0,11.0,0,0,0,0,0,0.0,0,0,0,0,0
2021-03-25,0,0,0,1.0,35.0,1,0,0,0,0,3.0,0,0,0,0,0
2021-03-26,0,0,0,1.0,42.0,3,0,0,0,0,0.0,0,0,0,0,0
2021-03-27,0,0,0,1.0,17.0,3,0,0,0,0,0.0,0,0,0,0,0
2021-03-28,0,0,0,0.0,9.0,1,0,0,0,0,0.0,0,0,0,0,0
2021-03-29,0,0,0,2.0,17.0,2,0,0,0,0,0.0,0,0,0,0,0
2021-03-30,1,0,0,0.0,33.0,4,0,0,1,0,0.0,0,0,0,0,0
2021-03-31,0,0,0,1.0,25.0,0,0,0,0,0,1.0,0,0,0,0,0
2021-04-01,0,0,0,1.0,24.0,6,0,0,0,0,0.0,0,0,0,0,0
2021-04-02,0,0,0,2.0,18.0,7,0,0,0,0,0.0,0,0,0,0,0
2021-04-03,0,0,0,1.0,21.0,7,0,0,0,0,3.0,0,0,0,0,0
2021-04-04,0,0,0,0.0,18.0,12,0,0,0,0,1.0,0,0,0,0,0
2021-04-05,1,0,0,1.0,15.0,7,0,0,0,0,2.0,0,0,0,1,0
2021-04-06,0,0,0,0.0,29.0,13,0,0,1,0,4.0,0,0,0,1,0
2021-04-07,1,0,0,3.0,36.0,16,0,0,0,0,3.0,0,0,1,1,0
2021-04-08,0,0,0,1.0,31.0,21,0,0,1,0,1.0,0,0,0,0,0
2021-04-09,0,0,0,1.0,35.0,3,0,0,0,0,1.0,0,0,0,0,0
2021-04-10,0,0,0,1.0,38.0,16,0,0,0,0,3.0,0,0,0,0,0
2021-04-11,0,0,0,0.0,24.0,5,0,0,0,0,1.0,0,0,0,0,0
2021-04-12,0,0,0,2.0,24.0,8,0,0,0,0,1.0,0,0,0,0,0
2021-04-13,1,0,0,0.0,27.0,11,0,0,0,0,1.0,0,0,0,0,0
2021-04-14,0,0,0,0.0,24.0,0,0,0,0,0,1.0,0,0,0,0,0
2021-04-15,0,0,0,2.0,52.0,16,0,0,0,0,1.0,0,0,0,0,0
2021-04-16,0,0,0,2.0,39.0,15,0,0,0,0,2.0,0,0,0,0,0
2021-04-17,0,0,0,2.0,51.0,22,0,0,0,0,1.0,0,0,0,0,0
2021-04-18,0,0,0,0.0,27.0,4,0,0,0,0,3.0,0,0,0,0,0
2021-04-19,0,0,0,1.0,23.0,12,0,0,0,0,0.0,0,0,0,0,0
2021-04-20,0,0,0,0.0,49.0,16,0,0,1,0,2.0,1,0,0,0,0
2021-04-21,0,0,0,2.0,35.0,1,0,0,1,0,1.0,1,0,0,0,0
2021-04-22,0,0,0,3.0,56.0,19,0,0,1,0,2.0,0,0,0,0,0
2021-04-23,0,0,0,1.0,39.0,0,0,0,1,0,2.0,0,0,0,0,0
2021-04-24,1,0,0,2.0,46.0,1,0,0,0,0,1.0,0,1,0,0,0
2021-04-25,0,0,0,0.0,29.0,14,0,0,1,0,0.0,0,0,0,0,0
2021-04-26,0,0,0,2.0,23.0,11,0,0,1,0,0.0,0,0,0,0,0
2021-04-27,0,0,0,0.0,31.0,12,0,0,1,0,1.0,1,0,0,0,0
2021-04-28,1,0,0,1.0,34.0,3,0,0,1,0,2.0,0,0,0,0,0
2021-04-29,0,0,0,0.0,41.0,16,0,0,1,0,1.0,0,0,0,0,0
2021-04-30,1,0,0,1.0,36.0,14,0,0,0,0,1.0,0,0,0,0,0
2021-05-01,0,0,0,0.0,26.0,1,0,0,0,0,1.0,0,0,0,0,0
2021-05-02,0,0,0,0.0,21.0,10,0,0,0,0,1.0,0,0,0,0,0
2021-05-03,0,0,0,1.0,13.0,6,0,0,1,0,0.0,0,0,0,0,0
2021-05-04,0,0,0,0.0,20.0,10,0,0,0,0,0.0,0,0,0,0,0
2021-05-05,0,0,0,0.0,25.0,13,0,0,1,0,0.0,0,0,0,0,0
2021-05-06,0,0,0,0.0,36.0,14,0,0,0,0,7.0,0,0,0,0,0
2021-05-07,0,0,0,0.0,21.0,7,0,0,0,0,4.0,0,0,0,0,0
2021-05-08,0,0,0,0.0,22.0,7,0,0,0,0,3.0,0,0,0,0,0
2021-05-09,0,0,0,0.0,21.0,1,0,0,0,0,3.0,0,0,0,0,0
2021-05-10,0,0,0,1.0,14.0,1,0,0,0,0,1.0,0,0,0,0,0
2021-05-11,0,0,0,1.0,16.0,4,0,0,0,0,1.0,0,0,0,0,0
2021-05-12,1,0,0,1.0,16.0,1,0,0,0,0,0.0,0,0,0,0,0
2021-05-13,0,0,0,2.0,47.0,1,0,0,1,0,3.0,0,0,0,0,0
2021-05-14,1,0,0,2.0,38.0,3,0,0,0,0,0.0,0,0,0,0,0
2021-05-15,1,0,0,0.0,42.0,3,0,0,1,0,0.0,0,0,0,0,0
2021-05-16,1,0,0,0.0,27.0,2,0,0,1,0,0.0,0,0,0,0,0
2021-05-17,0,0,0,0.0,17.0,7,0,0,0,0,2.0,0,0,0,0,0
2021-05-18,1,0,0,3.0,22.0,8,0,0,0,0,1.0,0,0,0,0,0
2021-05-19,0,0,0,4.0,36.0,15,0,0,0,0,6.0,0,0,0,0,0
2021-05-20,0,0,0,3.0,43.0,17,0,0,0,0,1.0,0,0,0,0,0
2021-05-21,0,0,0,4.0,54.0,14,0,0,0,0,2.0,0,0,0,1,0
2021-05-22,0,0,0,1.0,65.0,20,0,0,0,0,3.0,0,0,0,1,0
2021-05-23,0,0,0,6.0,48.0,7,0,0,0,0,2.0,0,0,0,1,0
2021-05-24,0,0,0,2.0,19.0,3,0,0,0,0,3.0,0,0,0,0,0
2021-05-25,1,0,0,4.0,25.0,4,0,0,0,0,1.0,0,0,0,1,0
2021-05-26,0,0,0,2.0,33.0,11,0,0,1,0,4.0,0,0,0,1,0
2021-05-27,0,0,0,9.0,52.0,1,0,0,0,0,1.0,0,0,0,1,0
2021-05-28,0,0,0,6.0,45.0,14,0,0,0,0,0.0,0,0,0,0,0
2021-05-29,1,0,0,6.0,58.0,18,0,0,0,0,4.0,0,0,0,0,0
2021-05-30,0,0,0,22.0,44.0,15,0,0,0,0,0.0,0,0,0,0,0
2021-05-31,0,0,0,4.0,23.0,5,0,0,0,0,2.0,0,0,0,1,1
2021-06-01,0,0,0,4.0,23.0,4,0,0,0,0,3.0,0,0,0,1,0
2021-06-02,1,0,0,4.0,26.0,8,0,0,1,0,4.0,0,0,0,1,0
2021-06-03,1,0,0,9.0,36.0,8,0,0,0,0,6.0,0,0,0,1,0
2021-06-04,0,0,0,12.0,43.0,8,0,0,0,0,5.0,0,0,0,1,0
2021-06-05,0,0,0,10.0,51.0,7,0,0,0,0,9.0,0,0,0,1,0
2021-06-06,0,0,0,3.0,36.0,6,0,0,1,0,9.0,0,0,0,1,0
2021-06-07,0,0,0,1.0,19.0,6,0,0,0,0,4.0,0,0,0,0,0
2021-06-08,0,0,0,5.0,21.0,4,0,0,0,0,6.0,0,0,0,0,0
2021-06-09,0,0,0,5.0,33.0,1,0,0,0,0,14.0,0,0,0,0,0
2021-06-10,0,0,0,5.0,29.0,6,0,0,0,0,9.0,0,0,0,0,0
2021-06-11,0,0,0,10.0,50.0,7,0,0,0,0,10.0,0,0,0,0,0
2021-06-12,0,0,0,7.0,48.0,15,0,0,0,0,21.0,0,0,0,0,0
2021-06-13,0,0,0,5.0,44.0,8,0,0,0,0,15.0,0,0,0,0,0
2021-06-14,0,0,0,4.0,14.0,5,0,0,0,0,4.0,0,0,0,0,0
2021-06-15,0,1,0,5.0,23.0,5,0,0,0,0,10.0,0,0,0,0,0
2021-06-16,0,1,0,9.0,33.0,10,0,0,0,1,12.0,0,0,0,0,0
2021-06-17,0,1,0,9.0,48.0,18,0,0,0,0,13.0,0,0,0,0,0
2021-06-18,0,1,0,10.0,53.0,18,0,0,0,0,13.0,0,0,0,1,0
2021-06-19,1,1,0,10.0,65.0,28,0,0,0,0,15.0,1,0,0,1,0
2021-06-20,0,1,0,5.0,39.0,16,0,0,1,0,13.0,0,0,0,1,0
2021-06-21,0,1,0,2.0,20.0,13,0,0,0,0,4.0,0,0,0,0,0
2021-06-22,1,1,0,6.0,32.0,4,0,0,0,0,10.0,0,0,0,1,0
2021-06-23,0,1,0,8.0,46.0,4,0,0,0,0,16.0,0,0,0,1,0
2021-06-24,1,1,0,0.0,45.0,3,0,0,0,0,16.0,0,0,0,1,0
2021-06-25,0,1,0,0.0,67.0,10,0,0,0,0,21.0,0,0,0,0,0
2021-06-26,0,1,0,0.0,75.0,9,0,0,0,0,26.0,0,0,0,0,0
2021-06-27,0,1,0,0.0,47.0,8,0,0,0,0,14.0,0,0,0,0,0
2021-06-28,0,1,0,6.0,22.0,6,0,0,0,0,6.0,0,0,0,1,0
2021-06-29,0,1,0,6.0,30.0,10,0,0,0,0,10.0,0,0,0,1,0
2021-06-30,1,1,0,7.0,39.0,1,0,0,0,0,14.0,0,0,0,1,0
2021-07-01,0,1,0,5.0,30.0,5,0,0,0,0,12.0,0,0,0,1,0
2021-07-02,0,1,0,12.0,46.0,1,0,0,0,0,18.0,0,0,0,0,0
2021-07-03,1,1,0,9.0,39.0,8,0,0,0,0,13.0,0,0,0,0,0
2021-07-04,0,1,0,1.0,20.0,6,0,0,0,0,6.0,0,0,0,0,0
2021-07-05,1,1,0,2.0,11.0,5,0,0,0,0,3.0,0,0,0,0,1
2021-07-06,0,1,0,3.0,13.0,3,0,0,0,0,6.0,0,0,0,0,0
2021-07-07,0,1,0,8.0,30.0,3,0,0,0,0,13.0,0,0,0,0,0
2021-07-08,0,1,0,8.0,42.0,7,0,0,0,0,25.0,0,0,0,0,0
2021-07-09,0,1,0,12.0,56.0,12,0,0,0,0,23.0,0,0,0,0,0
2021-07-10,0,1,0,15.0,64.0,9,0,0,0,0,29.0,0,0,0,0,0
2021-07-11,1,1,0,7.0,39.0,2,0,0,0,0,21.0,0,0,0,0,0
2021-07-12,0,1,0,3.0,17.0,4,0,0,0,0,7.0,0,0,0,0,0
2021-07-13,0,1,0,7.0,25.0,5,0,0,0,0,10.0,0,0,0,0,0
2021-07-14,0,1,0,6.0,33.0,6,0,0,0,0,17.0,0,0,0,0,0
2021-07-15,0,1,0,5.0,36.0,4,0,0,0,0,18.0,0,0,0,1,0
2021-07-16,0,1,0,11.0,54.0,11,0,0,0,0,24.0,0,0,0,1,0
2021-07-17,0,1,0,14.0,67.0,10,0,0,0,0,27.0,0,0,0,1,0
2021-07-18,0,1,0,8.0,43.0,4,0,0,0,0,24.0,0,0,0,1,0
2021-07-19,0,1,0,6.0,23.0,3,0,0,0,0,12.0,0,0,0,0,0
2021-07-20,0,1,0,10.0,35.0,7,0,0,0,0,13.0,0,0,0,1,0
2021-07-21,0,1,0,9.0,50.0,11,0,0,0,0,22.0,0,0,0,1,0
2021-07-22,0,1,0,14.0,51.0,7,0,0,0,0,21.0,0,0,0,0,0
2021-07-23,0,1,0,17.0,80.0,11,1,0,0,0,23.0,0,0,0,0,0
2021-07-24,0,1,0,20.0,93.0,11,0,1,0,0,26.0,0,0,0,0,0
2021-07-25,0,0,0,1.0,47.0,2,0,0,0,0,26.0,0,0,0,0,0
2021-07-26,0,1,0,10.0,27.0,3,0,0,0,0,11.0,0,0,0,0,0
2021-07-27,0,1,0,13.0,41.0,3,0,0,0,0,18.0,0,0,0,0,0
2021-07-28,0,1,0,13.0,47.0,1,0,0,0,0,23.0,0,0,0,0,0
2021-07-29,1,1,0,14.0,64.0,11,0,0,0,0,30.0,0,0,0,0,0
2021-07-30,0,1,0,20.0,82.0,8,0,0,1,0,40.0,0,0,0,0,0
2021-07-31,0,1,0,20.0,84.0,6,1,0,0,0,41.0,0,0,0,0,0
2021-08-01,0,1,0,9.0,48.0,6,0,0,0,0,27.0,0,1,0,0,0
2021-08-02,0,1,0,9.0,31.0,4,0,0,0,0,14.0,0,0,0,1,0
2021-08-03,0,1,0,11.0,46.0,4,0,0,0,0,21.0,1,0,0,1,0
2021-08-04,0,1,0,11.0,51.0,5,0,0,0,0,30.0,0,0,0,1,0
2021-08-05,0,1,0,14.0,75.0,12,0,0,0,1,32.0,1,0,0,1,0
2021-08-06,0,1,0,18.0,106.0,18,0,0,0,0,31.0,0,0,0,1,0
2021-08-07,0,1,0,26.0,122.0,15,0,0,0,0,40.0,0,0,0,1,0
2021-08-08,1,1,0,15.0,80.0,11,0,0,0,0,43.0,0,0,0,1,0
2021-08-09,1,1,0,10.0,50.0,11,0,0,0,0,23.0,0,0,0,0,0
2021-08-10,0,1,0,14.0,57.0,6,0,0,0,0,27.0,0,0,1,0,0
2021-08-11,0,1,0,16.0,63.0,6,0,0,0,0,37.0,0,0,0,0,0
2021-08-12,0,1,0,14.0,84.0,12,0,0,0,0,46.0,0,0,1,0,0
2021-08-13,0,1,0,18.0,109.0,11,0,0,0,0,49.0,0,0,1,0,0
2021-08-14,0,1,0,29.0,125.0,15,0,0,0,0,47.0,0,0,1,0,0
2021-08-15,0,1,0,15.0,76.0,13,0,0,0,0,42.0,0,0,1,0,0
2021-08-16,0,1,0,8.0,40.0,5,0,0,0,0,20.0,0,0,0,0,0
2021-08-17,0,1,0,10.0,61.0,12,0,0,0,0,29.0,0,0,0,1,0
2021-08-18,1,1,0,14.0,67.0,6,0,0,0,0,41.0,0,0,0,1,0
2021-08-19,0,1,0,11.0,81.0,12,0,0,0,0,49.0,1,1,0,1,0
2021-08-20,1,1,0,17.0,113.0,15,1,0,0,0,44.0,1,0,0,1,0
2021-08-21,0,1,0,21.0,124.0,15,1,0,0,0,65.0,0,0,1,1,0
2021-08-22,1,1,0,10.0,80.0,13,0,0,1,1,45.0,0,0,0,1,0
2021-08-23,0,1,0,5.0,34.0,4,0,0,0,0,22.0,0,0,0,0,0
2021-08-24,0,1,0,0.0,50.0,7,0,0,1,0,29.0,0,0,0,0,0
2021-08-25,1,1,0,12.0,72.0,5,0,0,1,0,40.0,0,0,0,0,0
2021-08-26,0,1,0,10.0,89.0,0,0,1,0,0,20.0,0,0,0,0,0
2021-08-27,1,1,0,23.0,141.0,0,0,0,0,0,48.0,0,0,0,0,0
2021-08-28,0,1,0,28.0,169.0,0,1,1,0,0,62.0,0,0,1,0,0
2021-08-29,0,1,0,14.0,104.0,0,0,1,0,0,51.0,0,0,0,0,0
2021-08-30,0,1,0,8.0,55.0,0,0,0,0,0,28.0,0,0,0,0,0
2021-08-31,0,1,0,9.0,61.0,0,0,0,0,0,33.0,0,0,0,0,0
2021-09-01,0,1,0,14.0,81.0,6,0,0,0,0,39.0,0,0,1,0,0
2021-09-02,0,1,0,14.0,94.0,7,0,0,0,0,17.0,0,0,1,0,0
2021-09-03,0,1,0,20.0,134.0,11,0,0,1,0,45.0,0,0,1,1,0
2021-09-04,0,1,0,30.0,148.0,0,0,1,0,0,44.0,0,1,1,1,0
2021-09-05,0,1,0,15.0,95.0,0,0,0,0,0,36.0,0,0,0,1,0
2021-09-06,0,1,0,8.0,39.0,0,0,0,0,0,16.0,0,0,1,1,1
2021-09-07,0,1,0,10.0,51.0,4,0,0,0,0,28.0,0,1,0,1,0
2021-09-08,0,1,0,15.0,87.0,1,0,0,0,0,31.0,0,0,0,1,0
2021-09-09,0,1,0,8.0,118.0,10,0,0,0,0,36.0,0,1,1,1,0
2021-09-10,0,1,0,13.0,135.0,11,1,0,1,0,56.0,0,0,1,0,0
2021-09-11,0,1,0,9.0,135.0,13,1,0,0,0,49.0,0,0,1,0,0
2021-09-12,1,1,0,6.0,91.0,9,0,0,1,1,37.0,0,0,0,0,0
2021-09-13,0,1,0,0.0,56.0,8,0,0,0,0,30.0,0,0,0,1,0
2021-09-14,0,1,0,6.0,69.0,6,0,1,0,0,49.0,0,0,0,0,0
2021-09-15,0,1,0,9.0,73.0,7,0,0,0,0,26.0,0,1,0,0,0
2021-09-16,0,1,0,6.0,94.0,6,0,0,1,0,16.0,0,0,1,0,0
2021-09-17,1,1,0,0.0,136.0,11,0,0,0,0,30.0,1,0,1,1,0
2021-09-18,0,1,0,12.0,144.0,14,0,0,0,0,50.0,1,1,1,1,0
2021-09-19,1,1,0,7.0,106.0,12,0,0,0,1,52.0,0,0,0,1,0
2021-09-20,0,1,0,4.0,55.0,6,0,0,0,0,23.0,0,0,0,1,0
2021-09-21,0,1,0,9.0,63.0,13,0,0,0,0,29.0,0,0,1,1,0
2021-09-22,0,1,0,8.0,78.0,5,0,0,1,0,34.0,1,1,1,1,0
2021-09-23,0,1,0,8.0,98.0,8,1,0,0,0,32.0,1,1,1,0,0
2021-09-24,1,1,0,13.0,120.0,8,0,0,0,0,0.0,1,1,1,0,0
2021-09-25,0,1,0,8.0,139.0,12,0,1,0,0,0.0,1,1,1,0,0
2021-09-26,0,1,0,5.0,100.0,8,0,1,1,1,0.0,0,1,1,0,0
2021-09-27,0,1,0,5.0,55.0,7,0,0,0,0,4.0,0,0,0,0,0
2021-09-28,0,1,0,5.0,75.0,11,0,0,1,0,44.0,0,0,1,0,0
2021-09-29,0,1,0,9.0,77.0,4,0,0,0,0,13.0,0,0,1,0,0
2021-09-30,0,1,0,6.0,105.0,12,0,0,0,0,32.0,1,1,1,0,0
2021-10-01,0,1,0,2.0,129.0,17,0,0,1,0,64.0,0,0,1,1,0
2021-10-02,1,1,0,5.0,149.0,1,1,0,1,0,52.0,1,1,1,1,0
2021-10-03,0,1,0,6.0,103.0,0,0,0,1,1,40.0,1,0,0,1,0
2021-10-04,0,0,0,4.0,59.0,10,0,0,1,0,30.0,0,0,0,0,0
2021-10-05,0,1,0,4.0,74.0,10,0,0,1,0,46.0,0,1,1,0,0
2021-10-06,0,1,0,7.0,97.0,9,0,0,1,0,42.0,0,1,1,0,0
2021-10-07,1,1,0,3.0,109.0,4,0,0,0,0,37.0,0,1,1,0,0
2021-10-08,1,1,0,10.0,124.0,0,0,1,1,0,50.0,1,1,0,0,0
2021-10-09,1,1,0,6.0,139.0,12,0,0,0,1,65.0,1,1,1,0,0
2021-10-10,0,1,0,4.0,100.0,11,0,0,0,0,38.0,1,0,1,0,0
2021-10-11,0,1,0,7.0,64.0,12,0,0,0,0,39.0,1,0,1,0,1
2021-10-12,0,1,0,5.0,67.0,11,0,0,0,0,43.0,1,0,1,0,0
2021-10-13,0,1,0,5.0,0.0,12,0,1,1,0,18.0,1,0,0,0,0
2021-10-14,1,1,0,5.0,129.0,3,0,0,1,0,32.0,0,0,1,0,0
2021-10-15,0,1,0,13.0,155.0,1,0,0,1,0,59.0,0,1,0,0,0
2021-10-16,1,1,0,7.0,162.0,16,0,0,1,0,65.0,0,1,1,0,0
2021-10-17,1,1,0,9.0,102.0,15,0,0,1,1,25.0,0,1,1,0,0
2021-10-18,0,1,1,4.0,63.0,10,0,0,0,0,36.0,0,0,1,0,0
2021-10-19,0,1,1,5.0,74.0,11,0,0,0,0,48.0,0,0,0,0,0
2021-10-20,0,1,1,7.0,93.0,8,0,0,1,0,36.0,0,0,0,0,0
2021-10-21,0,1,1,9.0,117.0,10,0,0,0,0,33.0,0,0,1,0,0
2021-10-22,0,1,1,11.0,158.0,21,0,0,1,0,64.0,0,0,1,0,0
2021-10-23,0,1,1,11.0,159.0,22,0,0,1,0,63.0,0,1,1,0,0
2021-10-24,1,1,0,3.0,107.0,24,0,0,1,1,37.0,0,1,1,0,0
2021-10-25,1,1,0,6.0,68.0,8,0,0,1,0,38.0,0,0,1,0,0
2021-10-26,0,1,0,8.0,91.0,13,0,1,1,0,51.0,0,1,1,0,0
2021-10-27,1,1,0,7.0,99.0,2,0,0,0,0,28.0,0,0,1,0,0
2021-10-28,1,1,1,7.0,117.0,5,0,0,0,0,69.0,0,0,1,0,0
2021-10-29,1,1,1,10.0,170.0,5,1,0,1,0,0.0,0,1,1,0,0
2021-10-30,1,1,0,9.0,157.0,24,0,0,1,0,47.0,0,0,1,0,0
2021-10-31,1,1,0,3.0,136.0,24,0,0,1,1,60.0,0,1,1,0,0
2021-11-01,0,1,0,5.0,56.0,12,0,0,1,0,29.0,0,0,0,0,0
2021-11-02,0,1,0,6.0,69.0,22,0,0,0,0,36.0,0,0,1,0,1
2021-11-03,1,1,0,9.0,97.0,11,0,0,0,0,47.0,0,0,1,0,0
2021-11-04,0,1,0,10.0,123.0,5,0,0,0,0,59.0,0,1,1,0,0
2021-11-05,1,1,1,12.0,137.0,2,0,0,1,0,9.0,1,1,1,0,0
2021-11-06,1,1,1,7.0,151.0,18,0,0,1,0,59.0,0,1,1,0,0
2021-11-07,0,1,0,7.0,119.0,25,0,1,1,1,16.0,0,0,1,0,0
2021-11-08,0,1,1,9.0,62.0,10,0,0,1,0,32.0,0,0,1,0,0
2021-11-09,0,1,1,9.0,77.0,9,0,1,0,0,48.0,0,0,1,0,0
2021-11-10,1,1,1,9.0,98.0,16,0,0,1,0,50.0,0,1,1,0,0
2021-11-11,1,1,1,13.0,115.0,1,0,0,0,0,40.0,0,0,0,0,1
2021-11-12,1,1,1,13.0,151.0,5,0,0,1,0,77.0,0,1,1,0,0
2021-11-13,1,1,1,16.0,165.0,0,0,0,1,0,83.0,0,1,1,0,0
2021-11-14,1,1,0,7.0,120.0,25,0,1,1,1,50.0,0,1,1,0,0
2021-11-15,0,0,1,4.0,57.0,11,0,0,1,0,25.0,0,1,1,0,0
2021-11-16,1,1,0,5.0,92.0,25,0,0,1,0,46.0,0,1,1,0,0
2021-11-17,1,1,1,10.0,92.0,9,0,0,1,0,48.0,0,0,0,0,0
2021-11-18,1,1,1,5.0,111.0,0,0,0,0,0,42.0,0,1,1,0,0
2021-11-19,1,1,1,4.0,135.0,1,0,0,1,0,63.0,0,0,1,0,0
2021-11-20,0,1,0,6.0,154.0,18,0,0,1,0,69.0,0,1,1,0,0
2021-11-21,1,1,1,6.0,109.0,13,0,0,1,1,55.0,0,1,0,0,0
2021-11-22,1,1,0,4.0,53.0,9,0,0,0,0,25.0,0,1,0,0,0
2021-11-23,0,1,0,3.0,81.0,25,0,0,1,0,38.0,0,0,1,0,0
2021-11-24,1,1,0,6.0,95.0,17,0,0,0,0,50.0,0,1,0,0,0
2021-11-25,0,1,0,1.0,18.0,4,0,0,0,0,3.0,0,0,0,0,1
2021-11-26,1,1,0,10.0,107.0,14,0,1,1,0,55.0,0,1,1,0,0
2021-11-27,1,1,0,2.0,131.0,21,0,1,1,0,41.0,0,1,1,0,0
2021-11-28,0,1,0,3.0,83.0,16,0,0,1,1,34.0,0,0,1,0,0
2021-11-29,0,1,0,3.0,52.0,14,0,0,1,0,25.0,0,0,1,0,0
2021-11-30,1,1,1,6.0,87.0,28,0,0,1,0,40.0,0,1,1,0,0
2021-12-01,0,1,1,8.0,72.0,3,0,0,1,0,35.0,0,1,1,0,0
2021-12-02,0,1,1,8.0,100.0,2,0,0,1,0,58.0,0,1,1,0,0
2021-12-03,1,1,0,12.0,119.0,2,0,0,1,0,52.0,0,0,1,0,0
2021-12-04,1,1,1,13.0,151.0,11,0,0,1,0,61.0,0,1,1,0,0
2021-12-05,0,1,1,8.0,118.0,15,0,0,1,1,60.0,0,0,1,0,0
2021-12-06,0,1,1,7.0,59.0,6,0,0,1,0,35.0,0,0,1,0,0
2021-12-07,0,1,0,8.0,81.0,18,0,0,0,0,43.0,0,0,1,0,0
2021-12-08,0,1,1,10.0,86.0,8,0,0,1,0,52.0,0,0,1,0,0
2021-12-09,0,1,1,6.0,104.0,2,0,0,0,0,57.0,0,1,1,0,0
2021-12-10,0,1,1,10.0,123.0,1,0,1,1,0,21.0,0,1,1,0,0
2021-12-11,1,1,1,13.0,154.0,10,0,1,1,0,76.0,0,1,1,0,0
2021-12-12,1,1,0,9.0,110.0,24,0,0,1,1,47.0,0,0,0,0,0
2021-12-13,0,1,0,4.0,53.0,6,0,0,0,0,32.0,0,0,0,0,0
2021-12-14,1,1,1,8.0,66.0,7,0,0,1,0,40.0,0,0,1,0,0
2021-12-15,0,1,1,10.0,81.0,3,0,0,1,0,48.0,0,0,1,0,0
2021-12-16,1,1,0,10.0,97.0,3,0,0,1,0,34.0,0,0,1,0,0
2021-12-17,1,1,1,9.0,117.0,1,0,0,1,0,53.0,0,1,1,0,0
2021-12-18,1,1,0,11.0,126.0,15,0,1,0,0,61.0,0,1,1,0,0
2021-12-19,1,1,0,9.0,102.0,15,0,1,0,1,43.0,0,0,0,0,0
2021-12-20,0,1,1,3.0,54.0,3,0,0,1,0,27.0,0,0,0,0,0
2021-12-21,0,1,0,4.0,42.0,11,0,0,1,0,18.0,0,0,0,0,0
2021-12-22,0,1,0,9.0,66.0,10,0,0,1,0,31.0,0,0,0,0,0
2021-12-23,0,1,1,12.0,59.0,9,0,0,1,0,23.0,0,0,0,0,0
2021-12-24,0,1,1,15.0,47.0,11,0,0,0,0,15.0,0,0,0,0,1
2021-12-25,0,1,0,7.0,34.0,10,0,0,1,0,9.0,0,0,0,0,1
2021-12-26,0,1,0,11.0,55.0,12,0,1,1,1,14.0,0,0,0,0,0
2021-12-27,0,1,1,12.0,54.0,0,0,0,1,0,22.0,0,0,1,0,0
2021-12-28,0,1,0,11.0,49.0,14,0,0,0,0,18.0,0,0,0,0,0
2021-12-29,0,1,1,14.0,66.0,14,0,0,0,0,27.0,0,0,0,1,0
2021-12-30,1,1,0,12.0,66.0,2,0,0,0,0,24.0,0,1,0,0,0
2021-12-31,0,1,0,6.0,124.0,8,0,1,0,0,7.0,0,1,0,0,1
2022-01-01,1,1,0,8.0,33.0,8,0,0,0,0,11.0,0,0,0,0,1
2022-01-02,0,1,0,3.0,21.0,6,0,0,1,1,7.0,0,0,0,0,0
2022-01-03,1,1,0,1.0,13.0,4,0,0,1,0,6.0,0,0,0,0,0
2022-01-04,0,1,0,1.0,19.0,6,0,0,1,0,9.0,0,0,0,0,0
2022-01-05,0,1,0,6.0,31.0,5,0,0,0,0,17.0,0,0,0,0,0
2022-01-06,0,1,1,4.0,44.0,1,0,0,1,0,27.0,0,0,0,0,0
2022-01-07,1,1,1,2.0,57.0,1,0,0,1,0,35.0,0,0,0,0,0
2022-01-08,0,1,1,8.0,69.0,20,0,0,1,0,30.0,0,0,1,0,0
2022-01-09,1,1,1,8.0,53.0,16,0,0,0,1,18.0,0,0,0,0,0
2022-01-10,0,1,0,3.0,35.0,7,0,1,1,0,24.0,0,0,0,0,0
