date,barclays-center_event_occurred,blue-note-jazz-club_event_occurred,carnegie-hall_event_occurred,total_comedy,total_events,total_film-screenings,forest-hills-stadium_event_occurred,kings-theatre_event_occurred,madison-square-garden_event_occurred,metlife-stadium_event_occurred,total_music,radio-city-music-hall_event_occurred,terminal-5_event_occurred,the-bowery-ballroom_event_occurred,yankee-stadium_event_occurred,nyc_holiday
2022-01-11,0,1,1,5.0,35.0,11,0,0,0,0,17.0,0,0,0,0,0
2022-01-12,0,1,1,5.0,43.0,5,0,0,1,0,28.0,0,0,1,0,0
2022-01-13,1,1,1,7.0,58.0,0,0,0,0,0,35.0,0,0,1,0,0
2022-01-14,0,1,0,4.0,68.0,2,0,0,1,0,13.0,0,1,1,0,0
2022-01-15,1,1,0,10.0,63.0,12,0,0,1,0,30.0,0,1,0,0,0
2022-01-16,0,1,0,7.0,58.0,4,0,1,0,0,30.0,0,0,0,0,0
2022-01-17,0,1,0,4.0,36.0,7,0,0,1,0,19.0,0,0,0,0,1
2022-01-18,0,1,1,6.0,44.0,12,0,0,1,0,23.0,0,0,1,0,0
2022-01-19,1,1,1,7.0,51.0,7,0,0,1,0,31.0,0,0,1,0,0
2022-01-20,1,1,1,6.0,57.0,1,0,0,1,0,33.0,1,0,0,0,0
2022-01-21,1,1,0,10.0,81.0,2,0,0,1,0,49.0,1,0,1,0,0
2022-01-22,1,1,1,20.0,89.0,15,0,0,1,0,47.0,0,0,1,0,0
2022-01-23,1,1,0,9.0,58.0,14,0,0,1,0,29.0,0,0,0,0,0
2022-01-24,0,1,1,5.0,34.0,8,0,0,1,0,7.0,0,0,1,0,0
2022-01-25,1,1,0,7.0,43.0,14,0,0,0,0,19.0,0,1,1,0,0
2022-01-26,1,1,0,7.0,45.0,8,0,0,0,0,22.0,0,0,1,0,0
2022-01-27,0,1,1,5.0,68.0,2,0,0,0,0,43.0,1,1,1,0,0
2022-01-28,0,1,1,7.0,76.0,0,0,0,1,0,42.0,1,1,1,0,0
2022-01-29,0,1,0,11.0,80.0,12,0,0,1,0,45.0,1,1,1,0,0
2022-01-30,0,1,0,3.0,41.0,12,0,0,1,0,20.0,0,0,0,0,0
2022-01-31,0,0,1,4.0,24.0,7,0,0,1,0,11.0,0,0,0,0,0
2022-02-01,0,1,1,5.0,38.0,7,0,0,1,0,20.0,0,0,0,0,0
2022-02-02,0,1,0,5.0,51.0,16,0,0,1,0,22.0,0,0,0,0,0
2022-02-03,0,1,1,7.0,62.0,2,0,0,0,0,13.0,0,0,1,0,0
2022-02-04,0,1,1,2.0,81.0,1,0,0,0,0,48.0,0,0,0,0,0
2022-02-05,0,1,1,4.0,101.0,25,0,1,1,0,50.0,1,1,1,0,0
2022-02-06,0,1,1,6.0,75.0,22,0,0,0,0,39.0,0,0,0,0,0
2022-02-07,0,1,1,4.0,33.0,8,0,0,0,0,19.0,0,0,0,0,0
2022-02-08,1,1,1,5.0,46.0,10,0,0,1,0,26.0,0,1,1,0,0
2022-02-09,0,1,0,9.0,38.0,2,0,0,0,0,22.0,0,0,1,0,0
2022-02-10,1,1,1,8.0,85.0,2,0,0,0,0,42.0,0,0,1,0,0
2022-02-11,0,1,1,7.0,81.0,1,0,1,1,0,42.0,1,1,1,0,1
2022-02-12,0,1,1,11.0,107.0,14,0,1,1,0,63.0,1,1,1,0,1
2022-02-13,0,1,1,6.0,58.0,12,0,1,1,0,26.0,0,0,0,0,0
2022-02-14,1,1,0,3.0,48.0,7,0,0,1,0,30.0,0,0,1,0,0
2022-02-15,1,1,0,5.0,43.0,9,0,0,1,0,26.0,0,0,0,0,0
2022-02-16,0,1,1,5.0,53.0,8,0,0,1,0,34.0,0,1,1,0,0
2022-02-17,1,1,1,10.0,78.0,2,0,0,1,0,44.0,0,1,1,0,0
2022-02-18,0,1,0,11.0,105.0,1,0,0,1,0,62.0,0,1,1,0,0
2022-02-19,0,1,1,12.0,109.0,15,0,1,1,0,60.0,0,0,1,0,0
2022-02-20,1,1,1,10.0,78.0,13,0,0,1,0,41.0,1,0,1,0,0
2022-02-21,0,1,1,4.0,45.0,9,0,0,1,0,28.0,0,0,1,0,1
2022-02-22,0,1,1,6.0,58.0,12,0,0,1,0,36.0,0,1,1,0,0
2022-02-23,0,1,1,8.0,64.0,11,0,0,1,0,0.0,0,0,1,0,0
2022-02-24,1,1,1,13.0,105.0,1,0,1,1,0,48.0,1,0,1,0,0
2022-02-25,0,1,1,19.0,121.0,1,0,0,1,0,66.0,1,1,0,0,0
2022-02-26,1,1,0,24.0,134.0,15,0,1,1,0,25.0,1,1,1,0,0
2022-02-27,0,1,1,12.0,91.0,14,0,1,1,0,52.0,1,0,1,0,0
2022-02-28,1,1,1,9.0,55.0,7,0,0,0,0,28.0,0,0,0,0,0
2022-03-01,1,1,0,6.0,65.0,13,0,0,1,0,40.0,0,0,0,0,0
2022-03-02,1,1,1,10.0,76.0,8,0,0,1,0,50.0,0,0,1,0,0
2022-03-03,1,1,1,11.0,90.0,1,0,0,0,0,45.0,0,1,1,0,0
2022-03-04,0,1,1,14.0,126.0,3,0,0,1,0,80.0,0,1,1,0,0
2022-03-05,0,1,1,22.0,135.0,16,0,1,1,0,71.0,0,1,1,0,0
2022-03-06,0,1,1,12.0,91.0,16,0,0,1,0,56.0,0,0,1,0,0
2022-03-07,0,1,1,5.0,45.0,10,0,0,0,0,29.0,0,0,1,0,0
2022-03-08,1,1,1,4.0,68.0,12,0,0,0,0,48.0,0,0,1,0,0
2022-03-09,1,1,1,9.0,86.0,12,0,0,1,0,51.0,1,0,1,0,0
2022-03-10,1,1,1,12.0,109.0,3,0,0,1,0,59.0,1,1,1,0,0
2022-03-11,1,1,1,9.0,131.0,2,0,0,1,0,81.0,0,1,1,0,0
2022-03-12,1,1,1,18.0,163.0,17,0,1,1,0,85.0,1,1,1,0,0
2022-03-13,1,1,1,11.0,109.0,17,0,0,1,0,53.0,0,1,1,0,0
2022-03-14,1,1,1,7.0,55.0,12,0,0,1,0,33.0,0,0,1,0,0
2022-03-15,1,1,1,8.0,80.0,11,0,0,1,0,49.0,0,1,0,0,0
2022-03-16,1,1,1,12.0,81.0,8,0,0,1,0,45.0,1,0,0,0,0
2022-03-17,0,1,1,17.0,117.0,2,0,1,1,0,59.0,0,1,1,0,0
2022-03-18,1,1,1,13.0,139.0,2,0,1,1,0,39.0,1,0,1,0,0
2022-03-19,1,1,1,24.0,156.0,14,0,1,0,0,82.0,0,0,1,0,0
2022-03-20,1,1,1,8.0,103.0,12,0,1,1,0,58.0,0,0,1,0,0
2022-03-21,1,0,1,7.0,43.0,3,0,0,1,0,0.0,0,0,0,0,0
2022-03-22,0,1,1,12.0,83.0,13,0,0,1,0,53.0,0,1,1,0,0
2022-03-23,0,1,1,16.0,89.0,8,0,0,0,0,46.0,0,1,1,0,0
2022-03-24,1,1,1,20.0,148.0,3,0,1,1,0,88.0,1,1,1,0,0
2022-03-25,1,1,1,18.0,163.0,2,0,1,1,0,37.0,1,1,1,0,0
2022-03-26,0,1,1,33.0,233.0,43,0,1,0,0,98.0,1,1,1,0,0
2022-03-27,1,1,1,16.0,122.0,18,0,0,1,0,58.0,0,0,1,0,0
2022-03-28,0,0,1,12.0,80.0,12,0,0,1,0,28.0,0,0,1,0,0
2022-03-29,1,1,1,19.0,103.0,15,0,0,1,0,56.0,1,0,1,0,0
2022-03-30,1,1,1,18.0,114.0,16,0,0,1,0,51.0,0,1,1,0,0
2022-03-31,1,1,1,23.0,150.0,2,0,1,1,0,89.0,0,0,1,0,0
2022-04-01,0,1,1,30.0,194.0,2,0,0,1,0,41.0,1,1,1,0,0
2022-04-02,1,1,1,39.0,209.0,24,0,1,1,0,106.0,0,0,1,0,0
2022-04-03,1,1,1,18.0,129.0,21,0,1,1,0,72.0,0,0,1,0,0
2022-04-04,0,1,1,14.0,70.0,14,0,1,0,0,40.0,0,0,0,0,0
2022-04-05,1,1,1,15.0,94.0,11,0,1,0,0,55.0,0,0,0,0,0
2022-04-06,1,1,1,16.0,110.0,12,0,0,1,0,63.0,0,0,1,0,0
2022-04-07,0,1,1,22.0,145.0,2,0,1,1,0,79.0,1,0,1,1,0
2022-04-08,1,1,1,22.0,166.0,1,0,0,1,0,42.0,1,1,1,1,0
2022-04-09,1,1,1,29.0,189.0,18,0,1,1,0,99.0,1,0,1,1,0
2022-04-10,1,1,1,15.0,130.0,17,0,1,1,0,71.0,0,0,1,1,0
2022-04-11,0,1,1,8.0,66.0,11,0,0,1,0,41.0,0,0,0,1,0
2022-04-12,0,1,1,12.0,91.0,7,0,1,1,0,60.0,1,0,1,1,0
2022-04-13,0,1,1,12.0,104.0,17,0,0,0,0,57.0,0,0,1,1,0
2022-04-14,0,1,1,17.0,129.0,0,0,0,0,0,81.0,1,0,1,1,0
2022-04-15,0,1,1,21.0,148.0,0,0,1,0,0,45.0,0,1,1,0,0
2022-04-16,0,1,1,36.0,176.0,25,0,1,1,0,83.0,1,0,1,0,0
2022-04-17,0,1,1,11.0,78.0,12,0,0,0,0,46.0,0,0,0,0,0
2022-04-18,0,1,1,13.0,72.0,12,0,0,0,0,38.0,1,0,1,0,0
2022-04-19,0,1,1,18.0,50.0,18,0,0,1,0,57.0,1,0,0,0,0
2022-04-20,0,1,1,33.0,180.0,16,0,0,1,0,80.0,0,1,1,0,0
2022-04-21,1,1,1,30.0,155.0,2,0,0,1,0,80.0,0,1,1,0,0
2022-04-22,0,1,1,37.0,205.0,5,0,0,1,0,53.0,0,1,0,1,0
2022-04-23,1,1,1,23.0,223.0,24,0,1,1,1,109.0,0,1,1,1,0
2022-04-24,0,1,1,23.0,153.0,19,0,0,1,0,79.0,0,0,0,1,0
2022-04-25,1,1,1,13.0,66.0,11,0,0,0,0,38.0,0,0,0,0,0
2022-04-26,0,1,1,16.0,101.0,16,0,0,1,0,59.0,1,0,1,1,0
2022-04-27,0,1,1,16.0,110.0,12,0,0,1,0,65.0,1,1,1,1,0
2022-04-28,0,1,1,25.0,138.0,1,0,0,1,0,72.0,0,1,1,1,0
2022-04-29,1,1,1,41.0,197.0,3,0,0,1,0,35.0,0,1,1,0,0
2022-04-30,0,1,1,22.0,222.0,25,0,1,1,1,77.0,0,1,1,0,0
2022-05-01,0,1,1,17.0,136.0,21,0,0,0,0,77.0,0,1,1,0,0
2022-05-02,0,1,1,8.0,74.0,13,0,0,0,0,47.0,0,0,1,0,0
2022-05-03,0,1,1,16.0,94.0,11,0,0,0,0,49.0,0,1,1,0,0
2022-05-04,0,1,1,16.0,116.0,7,0,0,0,0,70.0,0,1,1,0,0
2022-05-05,0,1,1,19.0,131.0,0,0,0,0,0,66.0,0,0,1,0,0
2022-05-06,1,1,1,20.0,180.0,1,0,1,1,0,75.0,0,1,1,1,0
2022-05-07,1,1,1,20.0,233.0,23,0,1,0,0,74.0,1,0,1,1,0
2022-05-08,0,1,1,19.0,138.0,15,0,0,0,0,80.0,1,1,0,1,0
2022-05-09,0,1,1,12.0,94.0,23,0,0,0,0,51.0,0,1,1,0,0
2022-05-10,0,1,1,14.0,100.0,8,0,0,0,0,55.0,0,1,1,1,0
2022-05-11,0,1,1,15.0,127.0,27,0,1,0,0,51.0,0,1,0,1,0
2022-05-12,0,1,1,25.0,153.0,0,0,1,0,0,71.0,0,1,1,0,0
2022-05-13,1,1,1,27.0,179.0,1,0,1,1,0,93.0,0,1,0,0,0
2022-05-14,0,1,1,17.0,203.0,23,1,1,1,0,101.0,0,1,1,0,0
2022-05-15,1,1,1,18.0,136.0,20,0,1,0,0,71.0,0,0,1,0,0
2022-05-16,0,0,1,15.0,72.0,5,0,0,0,0,41.0,0,0,0,0,0
2022-05-17,1,1,1,15.0,113.0,14,0,0,1,0,50.0,0,0,1,0,0
2022-05-18,0,1,1,22.0,137.0,4,0,0,0,0,78.0,0,1,1,0,0
2022-05-19,0,1,1,14.0,162.0,3,0,0,0,0,71.0,0,0,0,0,0
2022-05-20,1,1,1,53.0,268.0,0,0,0,1,0,79.0,0,0,1,1,0
2022-05-21,0,1,1,9.0,241.0,22,1,1,0,0,113.0,1,0,1,1,0
2022-05-22,1,1,1,19.0,159.0,13,0,0,0,0,89.0,0,1,1,1,0
2022-05-23,0,1,1,15.0,99.0,5,0,0,0,0,33.0,0,1,0,1,0
2022-05-24,0,1,1,15.0,98.0,7,0,0,0,0,50.0,0,0,1,1,0
2022-05-25,0,1,1,15.0,119.0,9,0,0,0,0,52.0,1,0,1,1,0
2022-05-26,0,1,1,26.0,130.0,3,0,0,1,0,46.0,0,0,1,0,0
2022-05-27,0,1,1,15.0,179.0,0,0,0,0,0,44.0,1,0,1,0,0
2022-05-28,1,1,1,5.0,250.0,19,0,1,1,0,66.0,0,0,0,0,0
2022-05-29,0,1,1,29.0,183.0,3,0,0,0,1,77.0,0,0,1,0,0
2022-05-30,0,1,1,12.0,0.0,1,0,0,0,0,26.0,0,0,0,0,1
2022-05-31,0,1,1,16.0,78.0,4,0,0,0,0,40.0,0,0,0,1,0
2022-06-01,1,1,1,12.0,100.0,2,0,0,0,0,63.0,0,0,1,1,0
2022-06-02,0,1,1,21.0,113.0,0,0,1,0,0,65.0,0,0,1,1,0
2022-06-03,1,1,1,24.0,165.0,1,1,0,0,0,73.0,0,1,1,1,0
2022-06-04,0,1,1,37.0,197.0,14,1,0,0,1,87.0,0,0,1,1,0
2022-06-05,1,1,1,15.0,110.0,0,0,0,0,1,24.0,0,0,0,1,0
2022-06-06,0,1,1,12.0,61.0,7,0,0,0,0,36.0,0,0,0,0,0
2022-06-07,1,1,1,16.0,101.0,5,0,0,0,0,50.0,0,1,1,0,0
2022-06-08,0,1,1,15.0,121.0,4,0,0,0,0,69.0,0,1,1,0,0
2022-06-09,0,1,1,26.0,134.0,0,0,0,0,0,75.0,0,0,1,0,0
2022-06-10,0,1,1,25.0,174.0,2,1,0,1,0,0.0,0,0,1,1,0
2022-06-11,1,1,1,39.0,195.0,5,1,1,0,0,0.0,0,0,1,1,0
2022-06-12,1,1,1,26.0,131.0,4,0,0,0,1,0.0,0,0,0,1,0
2022-06-13,0,1,1,12.0,67.0,4,0,0,1,0,40.0,0,0,1,0,0
2022-06-14,0,1,1,16.0,114.0,7,0,1,1,0,66.0,0,1,1,1,0
2022-06-15,0,1,1,0.0,131.0,8,0,0,0,0,17.0,0,1,1,1,0
2022-06-16,1,1,1,26.0,209.0,1,1,0,0,1,45.0,0,1,0,1,0
2022-06-17,1,1,1,11.0,241.0,2,1,0,0,0,81.0,1,1,1,0,0
2022-06-18,0,1,1,21.0,292.0,18,1,1,0,1,1.0,1,0,1,0,0
2022-06-19,1,1,1,42.0,208.0,17,0,1,0,0,75.0,0,1,1,0,1
2022-06-20,0,1,1,19.0,129.0,16,0,0,0,0,56.0,0,0,0,0,1
2022-06-21,0,1,1,19.0,146.0,17,0,0,0,0,70.0,1,0,0,0,0
2022-06-22,0,1,1,23.0,166.0,17,0,0,0,0,65.0,0,0,1,0,0
2022-06-23,1,1,1,13.0,190.0,13,0,0,1,1,57.0,0,0,1,1,0
2022-06-24,0,1,1,3.0,226.0,6,0,0,1,1,38.0,1,0,1,1,0
2022-06-25,0,1,1,20.0,298.0,11,1,1,1,1,84.0,1,0,1,1,0
2022-06-26,0,1,1,37.0,207.0,4,0,0,0,1,78.0,0,0,1,1,0
2022-06-27,0,1,1,15.0,96.0,7,0,0,0,1,41.0,0,0,0,1,0
2022-06-28,0,1,1,16.0,129.0,14,0,0,1,1,63.0,0,0,1,1,0
2022-06-29,0,1,1,21.0,155.0,7,0,0,0,1,51.0,0,0,1,1,0
2022-06-30,1,1,1,42.0,179.0,1,0,0,1,1,39.0,1,0,1,0,0
2022-07-01,0,1,1,34.0,186.0,1,0,0,0,1,55.0,0,0,1,0,0
2022-07-02,0,1,1,29.0,182.0,13,0,1,0,1,53.0,0,0,1,0,0
2022-07-03,0,1,0,22.0,141.0,7,0,0,0,1,61.0,0,0,1,0,0
2022-07-04,0,1,0,7.0,62.0,3,0,0,0,1,21.0,0,0,0,0,1
2022-07-05,0,1,1,12.0,89.0,19,0,0,0,1,31.0,0,0,0,0,0
2022-07-06,0,1,1,19.0,143.0,10,0,0,0,1,55.0,0,0,0,0,0
2022-07-07,0,1,1,21.0,152.0,2,0,0,0,1,60.0,0,1,1,0,0
2022-07-08,0,1,1,27.0,187.0,2,0,0,0,1,60.0,0,0,1,0,0
2022-07-09,0,1,1,13.0,230.0,12,0,1,0,1,66.0,1,0,1,0,0
2022-07-10,0,1,1,34.0,168.0,8,0,0,0,1,67.0,0,0,0,0,0
2022-07-11,0,1,0,15.0,101.0,19,0,0,0,0,38.0,0,0,0,0,0
2022-07-12,1,1,1,19.0,119.0,14,0,0,0,0,52.0,0,0,0,1,0
2022-07-13,0,1,1,19.0,149.0,16,0,0,0,0,49.0,0,0,0,1,0
2022-07-14,1,1,1,29.0,179.0,1,0,1,0,0,37.0,0,0,1,1,0
2022-07-15,0,1,1,28.0,190.0,1,0,1,0,0,55.0,0,0,1,1,0
2022-07-16,0,1,1,11.0,228.0,4,1,1,0,1,72.0,0,0,1,1,0
2022-07-17,0,1,1,31.0,174.0,2,0,1,0,0,74.0,0,0,0,1,0
2022-07-18,0,1,1,16.0,79.0,4,0,0,0,0,35.0,0,0,1,0,0
2022-07-19,0,1,1,19.0,110.0,2,0,1,0,0,51.0,0,0,0,0,0
2022-07-20,0,1,1,23.0,159.0,5,0,1,1,0,64.0,0,0,1,0,0
2022-07-21,0,1,1,26.0,170.0,1,0,0,0,0,72.0,1,0,1,0,0
2022-07-22,0,1,1,30.0,199.0,3,0,0,1,0,65.0,1,0,1,0,0
2022-07-23,1,1,1,52.0,262.0,13,1,0,1,1,78.0,1,0,1,0,0
2022-07-24,0,1,0,33.0,165.0,8,0,0,0,1,71.0,0,0,1,0,0
2022-07-25,1,1,0,14.0,98.0,13,0,0,1,0,46.0,0,0,1,0,0
2022-07-26,0,1,0,17.0,123.0,16,0,0,0,0,52.0,1,1,0,0,0
2022-07-27,0,1,1,20.0,145.0,6,0,0,0,0,56.0,1,0,1,0,0
2022-07-28,0,1,1,31.0,182.0,4,0,0,0,0,39.0,1,0,1,1,0
2022-07-29,0,1,1,32.0,196.0,1,0,0,0,0,40.0,1,0,1,1,0
2022-07-30,1,1,1,46.0,214.0,4,1,0,0,1,57.0,0,0,1,1,0
2022-07-31,1,1,0,28.0,171.0,5,0,0,0,0,71.0,0,0,0,1,0
2022-08-01,0,1,1,17.0,78.0,6,0,0,0,0,36.0,0,0,0,1,0
2022-08-02,1,1,0,13.0,103.0,1,0,0,1,0,42.0,0,0,1,1,0
2022-08-03,1,1,0,24.0,149.0,6,0,0,1,1,52.0,0,0,0,1,0
2022-08-04,0,1,0,31.0,186.0,2,1,0,0,0,52.0,0,0,1,0,0
2022-08-05,1,1,0,29.0,176.0,2,0,0,0,1,66.0,0,1,1,0,0
2022-08-06,1,1,0,44.0,262.0,23,1,1,1,1,101.0,0,0,1,1,0
2022-08-07,0,1,0,22.0,153.0,8,0,0,0,1,59.0,0,0,0,0,0
2022-08-08,1,1,0,15.0,97.0,16,0,0,1,0,42.0,0,0,0,0,0
2022-08-09,1,1,0,15.0,108.0,3,0,0,1,0,31.0,1,0,1,0,0
2022-08-10,0,1,0,19.0,133.0,6,1,0,0,0,47.0,1,0,1,0,0
2022-08-11,0,1,0,27.0,177.0,4,0,0,1,1,36.0,1,0,0,0,0
2022-08-12,0,1,0,30.0,188.0,3,0,1,1,0,57.0,1,0,1,0,0
2022-08-13,1,1,0,45.0,244.0,5,1,0,0,1,101.0,1,0,1,0,0
2022-08-14,1,1,0,31.0,169.0,5,0,0,1,0,61.0,0,0,0,0,0
2022-08-15,0,1,0,19.0,108.0,3,0,0,0,0,39.0,1,0,0,1,0
2022-08-16,1,1,0,15.0,112.0,3,0,0,0,0,49.0,1,0,0,1,0
2022-08-17,0,1,0,18.0,133.0,5,0,0,0,1,46.0,1,0,1,1,0
2022-08-18,0,1,0,28.0,177.0,2,1,0,1,0,48.0,1,0,1,1,0
2022-08-19,0,1,0,29.0,190.0,3,1,0,0,0,67.0,1,0,1,1,0
2022-08-20,0,1,0,64.0,255.0,23,0,1,1,1,1.0,1,0,1,1,0
2022-08-21,0,1,0,34.0,180.0,17,0,1,1,1,1.0,1,0,0,1,0
2022-08-22,0,1,0,16.0,82.0,4,0,0,1,1,0.0,0,0,0,1,0
2022-08-23,1,1,0,12.0,112.0,14,0,1,1,0,47.0,1,0,0,1,0
2022-08-24,0,1,0,21.0,132.0,4,0,0,1,0,49.0,0,0,0,0,0
2022-08-25,0,1,0,26.0,158.0,4,0,0,1,0,32.0,1,0,1,0,0
2022-08-26,0,1,0,28.0,181.0,3,1,0,1,0,53.0,0,0,1,0,0
2022-08-27,0,1,1,58.0,246.0,18,0,0,1,1,73.0,1,1,1,1,0
2022-08-28,0,1,0,30.0,177.0,23,0,0,1,1,67.0,0,1,0,1,0
2022-08-29,0,1,0,16.0,85.0,13,0,0,0,0,40.0,0,0,0,0,0
2022-08-30,0,1,0,21.0,108.0,13,0,0,1,0,38.0,0,0,1,0,0
2022-08-31,0,1,0,24.0,129.0,15,0,0,1,0,25.0,0,1,0,0,0
2022-09-01,0,1,0,19.0,128.0,3,0,1,1,0,51.0,0,1,1,0,0
2022-09-02,0,1,0,28.0,159.0,1,0,0,1,0,44.0,0,0,1,0,0
2022-09-03,0,1,0,43.0,204.0,6,0,1,1,0,0.0,1,0,1,0,0
2022-09-04,0,1,0,14.0,145.0,4,0,1,0,0,0.0,0,1,0,0,0
2022-09-05,1,1,0,20.0,78.0,7,0,0,0,0,29.0,0,0,1,1,1
2022-09-06,0,1,0,15.0,88.0,3,0,1,0,1,39.0,0,0,0,1,0
2022-09-07,0,1,0,24.0,139.0,4,0,0,1,0,54.0,1,0,0,1,0
2022-09-08,0,1,0,30.0,159.0,1,0,0,1,0,56.0,1,0,1,1,0
2022-09-09,0,1,1,38.0,197.0,2,0,0,1,0,61.0,1,1,1,1,0
2022-09-10,1,1,0,48.0,251.0,8,1,1,1,1,67.0,1,1,1,1,0
2022-09-11,1,1,0,30.0,153.0,18,0,0,1,1,0.0,1,0,1,1,0
2022-09-12,1,1,0,20.0,117.0,31,0,0,1,0,45.0,1,0,1,0,0
2022-09-13,0,1,0,24.0,118.0,11,0,0,1,0,47.0,1,0,1,0,0
2022-09-14,0,1,0,22.0,145.0,10,0,0,1,0,58.0,0,1,1,0,0
2022-09-15,1,1,1,32.0,178.0,1,0,1,1,0,66.0,1,0,1,0,0
2022-09-16,0,1,1,31.0,225.0,3,0,1,1,0,63.0,1,1,1,0,0
2022-09-17,1,1,0,55.0,266.0,23,0,0,1,1,62.0,0,0,1,0,0
2022-09-18,0,1,0,33.0,195.0,33,0,0,1,1,0.0,1,0,0,0,0
2022-09-19,0,1,0,18.0,121.0,21,0,0,1,0,57.0,1,0,1,0,0
2022-09-20,0,1,0,20.0,144.0,20,0,0,1,0,66.0,1,0,1,1,0
2022-09-21,0,1,0,23.0,162.0,29,0,0,1,0,45.0,1,1,0,1,0
2022-09-22,0,1,0,28.0,186.0,2,0,1,0,0,44.0,1,0,1,1,0
2022-09-23,1,1,1,39.0,215.0,4,1,0,1,0,55.0,0,1,1,1,0
2022-09-24,1,1,1,46.0,245.0,16,0,1,0,1,71.0,1,0,1,1,0
2022-09-25,0,1,1,28.0,42.0,15,0,0,0,1,1.0,0,1,1,1,0
2022-09-26,0,1,1,15.0,0.0,12,0,0,1,1,43.0,0,0,0,0,0
2022-09-27,0,1,0,23.0,0.0,4,0,0,1,0,59.0,1,1,1,0,0
2022-09-28,0,1,1,21.0,0.0,5,0,0,1,0,57.0,1,0,1,0,0
2022-09-29,0,1,1,34.0,177.0,3,0,0,1,0,51.0,0,1,1,0,0
2022-09-30,1,1,1,28.0,204.0,4,1,1,1,1,70.0,0,1,1,1,0
2022-10-01,0,1,1,46.0,236.0,1,1,1,1,1,61.0,0,1,1,1,0
2022-10-02,0,1,1,28.0,162.0,0,0,1,1,1,73.0,0,1,1,1,0
2022-10-03,1,1,1,21.0,104.0,0,0,1,1,0,52.0,1,0,1,0,0
2022-10-04,0,1,1,17.0,114.0,0,0,0,1,0,54.0,0,0,1,0,0
2022-10-05,0,1,1,24.0,144.0,0,0,0,1,0,47.0,0,1,1,0,0
2022-10-06,1,1,1,29.0,166.0,0,0,1,1,0,64.0,1,1,0,0,0
2022-10-07,1,1,1,35.0,215.0,0,0,1,1,0,79.0,1,1,1,1,0
2022-10-08,1,1,1,45.0,232.0,0,1,1,1,0,94.0,1,1,1,1,0
2022-10-09,0,1,1,30.0,173.0,0,1,1,1,1,81.0,1,0,1,1,0
2022-10-10,1,1,1,18.0,108.0,1,0,0,0,0,50.0,0,0,1,0,1
2022-10-11,0,1,1,20.0,120.0,0,0,0,1,0,60.0,0,1,1,1,0
2022-10-12,1,1,1,21.0,142.0,1,0,0,1,0,62.0,0,1,1,0,0
2022-10-13,0,1,1,26.0,167.0,1,0,0,1,0,69.0,0,1,1,1,0
2022-10-14,0,1,1,25.0,185.0,1,0,1,1,0,74.0,0,1,1,0,0
2022-10-15,1,1,1,54.0,245.0,0,0,1,1,1,99.0,1,1,1,0,0
2022-10-16,0,1,1,33.0,186.0,0,0,0,0,1,89.0,1,1,1,0,0
2022-10-17,0,1,1,18.0,98.0,0,0,0,1,0,38.0,0,1,0,1,0
2022-10-18,0,1,1,19.0,129.0,0,0,0,0,0,60.0,0,0,1,0,0
2022-10-19,1,1,1,27.0,156.0,1,0,0,1,0,47.0,0,1,1,0,0
2022-10-20,1,1,1,25.0,185.0,0,0,0,1,0,43.0,0,1,1,0,0
2022-10-21,1,1,1,25.0,216.0,1,1,1,1,0,72.0,0,1,1,0,0
2022-10-22,1,1,1,50.0,255.0,25,0,1,1,1,10.0,0,1,1,1,0
2022-10-23,0,1,1,24.0,167.0,18,0,0,1,0,4.0,0,1,1,1,0
2022-10-24,0,1,1,21.0,105.0,5,0,1,1,0,52.0,0,0,1,1,0
2022-10-25,0,1,1,20.0,147.0,6,0,0,1,0,56.0,0,0,1,0,0
2022-10-26,0,1,1,20.0,152.0,5,0,1,1,0,61.0,0,0,1,1,0
2022-10-27,1,1,1,26.0,178.0,0,0,0,0,0,43.0,0,0,1,0,0
2022-10-28,0,1,1,37.0,238.0,1,0,0,0,0,67.0,0,1,1,1,0
2022-10-29,1,1,1,59.0,292.0,25,0,1,0,1,65.0,0,0,1,1,0
2022-10-30,0,1,1,34.0,181.0,18,0,1,0,1,69.0,0,0,0,0,0
2022-10-31,1,1,1,19.0,127.0,6,0,0,0,0,57.0,0,0,1,0,0
2022-11-01,1,1,1,20.0,97.0,10,0,0,1,0,48.0,0,1,1,0,0
2022-11-02,0,1,1,22.0,134.0,12,0,0,1,0,44.0,0,0,1,0,0
2022-11-03,1,1,1,24.0,163.0,3,0,1,1,0,76.0,0,1,1,0,0
2022-11-04,1,1,1,35.0,194.0,2,0,1,0,0,62.0,0,0,1,1,0
2022-11-05,0,1,1,48.0,256.0,32,0,1,1,0,115.0,0,1,1,1,0
2022-11-06,0,1,0,24.0,154.0,0,0,1,1,1,75.0,0,0,1,0,0
2022-11-07,0,1,0,22.0,118.0,21,0,0,1,0,50.0,0,0,1,0,0
2022-11-08,0,1,0,8.0,106.0,9,0,0,1,0,46.0,0,1,1,0,1
2022-11-09,1,1,0,14.0,153.0,11,0,1,0,0,64.0,0,1,1,0,0
2022-11-10,0,1,0,13.0,174.0,2,0,1,1,0,72.0,0,1,1,0,0
2022-11-11,0,1,0,7.0,199.0,1,0,1,1,0,77.0,0,0,1,0,1
2022-11-12,0,1,0,8.0,225.0,14,0,1,1,1,4.0,0,0,1,1,0
