Date,Ridership,Crime,temp,precip,Daily_CPI,New York State Average ($/gal)
7/12/21,2245412,1243,78,0.371,-0.000936524,3.19
7/13/21,2457526,1318,72.9,0.009,-0.000728408,3.19
7/14/21,2517615,1273,77.6,0,-0.000520291,3.19
7/15/21,2581582,1399,81.6,0.009,-0.000312175,3.19
7/16/21,2536569,1372,84.8,0,-0.000104058,3.19
7/17/21,1717480,1301,81.9,0.178,0.000104058,3.19
7/18/21,1405344,1239,77.5,0.136,0.000312175,3.19
7/19/21,2327756,1220,77,0.01,0.000520291,3.2
7/20/21,2462002,1314,80.7,0.009,0.000728408,3.2
7/21/21,2504568,1268,78,0.087,0.000936524,3.2
7/22/21,2582151,1320,76,0,0.001144641,3.2
7/23/21,2552330,1369,76.2,0.001,0.001352758,3.2
7/24/21,1852402,1315,77.1,0.009,0.001560874,3.2
7/25/21,1364830,1203,76.8,0.075,0.001768991,3.2
7/26/21,2318455,1268,81.9,0.066,0.001977107,3.2
7/27/21,2487947,1239,82.2,0.009,0.002185224,3.2
7/28/21,2534756,1323,76.6,0.028,0.00239334,3.2
7/29/21,2428764,1207,74,0.239,0.002601457,3.2
7/30/21,2557677,1232,76.7,0,0.002809573,3.2
7/31/21,1841007,1222,71.7,0,0.00301769,3.2
8/1/21,1351294,1360,72.7,0.049,0.003225806,3.2
8/2/21,2333923,1227,73.5,0.009,0.003659383,3.21
8/3/21,2483802,1257,74.1,0.009,0.004092959,3.21
8/4/21,2529002,1297,72.9,0,0.004526535,3.21
8/5/21,2529190,1272,74.2,0,0.004960111,3.21
8/6/21,2519444,1342,78,0,0.005393687,3.21
8/7/21,1780458,1258,78.5,0,0.005827263,3.21
8/8/21,1333885,1156,71.9,0.113,0.006260839,3.21
8/9/21,2289434,1256,74.6,0.02,0.006694416,3.22
8/10/21,2442194,1252,77.2,0.243,0.007127992,3.22
8/11/21,2475949,1295,80.8,0.238,0.007561568,3.22
8/12/21,2448589,1321,83.2,0.018,0.007995144,3.22
8/13/21,2430102,1363,86.2,0.009,0.00842872,3.22
8/14/21,1718222,1265,83.9,0,0.008862296,3.22
8/15/21,1430620,1277,78.5,0,0.009295872,3.22
8/16/21,2287627,1274,76.3,0,0.009729448,3.22
8/17/21,2427611,1231,76.6,0,0.010163025,3.22
8/18/21,2445638,1292,77.8,0,0.010596601,3.22
8/19/21,2439624,1287,80.5,0.067,0.011030177,3.22
8/20/21,2456334,1330,79.2,0.001,0.011463753,3.22
8/21/21,1715030,1272,78,1.793,0.011897329,3.22
8/22/21,745240,1047,73.8,0.694,0.012330905,3.22
8/23/21,2052669,1182,77.4,0.062,0.012764481,3.22
8/24/21,2462365,1237,83.3,0.009,0.013198058,3.22
8/25/21,2498255,1316,84,0,0.013631634,3.22
8/26/21,2480137,1233,84.2,0,0.01406521,3.22
8/27/21,2388210,1274,82.5,0.255,0.014498786,3.22
8/28/21,1659434,1254,74.7,0.046,0.014932362,3.22
8/29/21,1398566,1155,72.4,0,0.015365938,3.22
8/30/21,2321000,1311,78.6,0,0.015799514,3.22
8/31/21,2532584,1255,80.6,0,0.016233091,3.22
9/1/21,2294448,1350,73,2.821,0.016666667,3.22
9/2/21,1661558,1201,70.7,0.075,0.016433692,3.22
9/3/21,2390392,1260,69.8,0.009,0.016200717,3.22
9/4/21,1777639,1290,72.3,0,0.015967742,3.22
9/5/21,1415352,1220,72,0.002,0.015734767,3.22
9/6/21,1521388,1212,76.7,0.028,0.015501792,3.26
9/7/21,2233674,1271,75.1,0,0.015268817,3.26
9/8/21,2529619,1231,76.6,0,0.015035842,3.26
9/9/21,2702713,1224,71.7,0.163,0.014802867,3.26
9/10/21,2840443,1327,71.7,0.009,0.014569892,3.26
9/11/21,1983091,1289,71.6,0.009,0.014336918,3.26
9/12/21,1589976,1295,75.1,0,0.014103943,3.26
9/13/21,2852796,1347,79.2,0.174,0.013870968,3.28
9/14/21,3011275,1363,74.4,0,0.013637993,3.28
9/15/21,2987334,1442,78.6,0,0.013405018,3.28
9/16/21,2534545,1386,74.8,0,0.013172043,3.28
9/17/21,3028545,1499,72.9,0,0.012939068,3.28
9/18/21,2014848,1370,77.4,0.027,0.012706093,3.28
9/19/21,1596823,1265,73.5,0,0.012473118,3.28
9/20/21,2883211,1319,71.1,0,0.012240143,3.28
9/21/21,3018312,1370,72,0.032,0.012007168,3.28
9/22/21,3021113,1422,75.5,0.037,0.011774194,3.28
9/23/21,3016106,1447,75.2,0.577,0.011541219,3.28
9/24/21,3121747,1440,67.7,0.552,0.011308244,3.28
9/25/21,2129492,1407,70.4,0,0.011075269,3.28
9/26/21,1614677,1340,69.3,0.009,0.010842294,3.28
9/27/21,2873368,1446,71,0,0.010609319,3.28
9/28/21,2927715,1383,69.7,0.041,0.010376344,3.28
9/29/21,3063720,1327,65,0,0.010143369,3.28
9/30/21,3146861,1345,64.1,0,0.009910394,3.28
10/1/21,3162881,1639,61.6,0,0.009677419,3.28
10/2/21,2063660,1369,66.9,0,0.009687825,3.28
10/3/21,1575738,1327,70.6,0,0.009698231,3.28
10/4/21,2864349,1373,69,0.035,0.009708637,3.28
10/5/21,3091160,1376,64.1,0.009,0.009719043,3.28
10/6/21,3140986,1440,66.6,0,0.009729448,3.28
10/7/21,3190747,1411,69.4,0,0.009739854,3.28
10/8/21,3168473,1485,69.9,0.009,0.00975026,3.28
10/9/21,2052699,1341,65.9,0,0.009760666,3.28
10/10/21,1499385,1264,65,0.052,0.009771072,3.28
10/11/21,2263615,1355,67.9,0.009,0.009781478,3.32
10/12/21,3102879,1407,66.9,0,0.009791883,3.32
10/13/21,3157457,1461,67.2,0,0.009802289,3.32
10/14/21,3240686,1458,71.4,0.046,0.009812695,3.32
10/15/21,3227068,1582,72.3,0,0.009823101,3.32
10/16/21,2042027,1416,70.5,0.087,0.009833507,3.32
10/17/21,1629991,1240,59.4,0.019,0.009843913,3.32
10/18/21,2982883,1342,55.9,0,0.009854318,3.39
10/19/21,3178208,1346,59.1,0,0.009864724,3.39
10/20/21,3234327,1521,67.9,0,0.00987513,3.39
10/21/21,3267697,1484,67.8,0,0.009885536,3.39
10/22/21,3225816,1454,66.2,0,0.009895942,3.39
10/23/21,2077488,1351,57.8,0,0.009906348,3.39
10/24/21,1599927,1264,56.4,0,0.009916753,3.39
10/25/21,2994936,1349,67.4,0.017,0.009927159,3.51
10/26/21,2702635,1274,60.8,0.355,0.009937565,3.51
10/27/21,3300580,1350,59.4,0.021,0.009947971,3.51
10/28/21,3365971,1396,56.8,0,0.009958377,3.51
10/29/21,3251779,1351,55,0.161,0.009968783,3.51
10/30/21,2044310,1330,60.6,0.059,0.009979188,3.51
10/31/21,1746769,1368,60.3,0.004,0.009989594,3.51
11/1/21,3034306,1542,58.2,0,0.01,3.54
11/2/21,2848222,1332,52.9,0,0.009451613,3.54
11/3/21,3293732,1383,49.5,0,0.008903226,3.54
11/4/21,3284315,1374,49.3,0,0.008354839,3.54
11/5/21,3293438,1468,49.9,0,0.007806452,3.54
11/6/21,2195864,1303,51.1,0,0.007258065,3.54
11/7/21,1888985,1277,52.1,0.009,0.006709677,3.54
11/8/21,3065533,1369,58,0,0.00616129,3.55
11/9/21,3279457,1437,60,0,0.005612903,3.55
11/10/21,3351992,1446,60.7,0.018,0.005064516,3.55
11/11/21,2922235,1390,56.3,0,0.004516129,3.55
11/12/21,3158682,1482,61.5,0.26,0.003967742,3.55
11/13/21,2169863,1280,52.1,0.303,0.003419355,3.55
11/14/21,1703136,1279,43.8,0.015,0.002870968,3.55
11/15/21,3110969,1555,43.8,0.003,0.002322581,3.56
11/16/21,3340844,1450,43.3,0,0.001774194,3.56
11/17/21,3369069,1410,49.5,0,0.001225806,3.56
11/18/21,3412249,1450,59.9,0.051,0.000677419,3.56
11/19/21,3316999,1499,44.6,0.037,0.000129032,3.56
11/20/21,2135731,1421,42.4,0,-0.000419355,3.56
11/21/21,1674206,1350,50.2,0.009,-0.000967742,3.56
11/22/21,3130363,1326,47.6,0.043,-0.001516129,3.56
11/23/21,3286591,1310,36.8,0,-0.002064516,3.56
11/24/21,3085289,1389,38.2,0,-0.002612903,3.56
11/25/21,1357198,1231,48.1,0,-0.00316129,3.56
11/26/21,2089772,1381,43.7,0.12,-0.003709677,3.56
11/27/21,1880422,1279,36.9,0,-0.004258065,3.56
11/28/21,1465745,1250,37.4,0,-0.004806452,3.56
11/29/21,2996015,1381,38.9,0.003,-0.005354839,3.56
11/30/21,3207209,1428,37.3,0,-0.005903226,3.56
12/1/21,3326469,1697,44.9,0,-0.006451613,3.56
12/2/21,3358843,1482,53.3,0.035,-0.005098855,3.56
12/3/21,3374097,1501,44.1,0,-0.003746098,3.56
12/4/21,2318147,1425,42.6,0,-0.00239334,3.56
12/5/21,1737352,1326,44.3,0,-0.001040583,3.56
12/6/21,3135869,1390,52.8,0.428,0.000312175,3.55
12/7/21,3367790,1329,39.7,0,0.001664932,3.55
12/8/21,3378727,1363,38.6,0.042,0.00301769,3.55
12/9/21,3433600,1326,35.9,0,0.004370447,3.55
12/10/21,3417451,1452,44.8,0,0.005723205,3.55
12/11/21,2266265,1394,55.7,0.134,0.007075963,3.55
12/12/21,1829872,1368,46.4,0,0.00842872,3.55
12/13/21,3120850,1402,46.4,0,0.009781478,3.53
12/14/21,3274170,1373,48.2,0,0.011134235,3.53
12/15/21,3242168,1448,47.6,0,0.012486993,3.53
12/16/21,3219799,1424,58,0,0.01383975,3.53
12/17/21,3112088,1438,56.8,0,0.015192508,3.53
12/18/21,1880969,1290,43.5,0.074,0.016545265,3.53
12/19/21,1579809,1152,38.6,0.021,0.017898023,3.53
12/20/21,2716451,1282,31.6,0,0.01925078,3.52
12/21/21,2697325,1276,37.6,0,0.020603538,3.52
12/22/21,2634565,1341,40.7,0.133,0.021956296,3.52
12/23/21,2486489,1237,33.6,0,0.023309053,3.52
12/24/21,1575449,1184,35.3,0.029,0.024661811,3.52
12/25/21,810937,909,42.7,0.167,0.026014568,3.52
12/26/21,1284738,1060,45.9,0,0.027367326,3.52
12/27/21,2007649,1147,36.7,0.068,0.028720083,3.5
12/28/21,2168419,1131,42.5,0.022,0.030072841,3.5
12/29/21,2167077,1186,42.3,0.197,0.031425598,3.5
12/30/21,2198415,1229,45.9,0.053,0.032778356,3.5
12/31/21,1627589,1286,50.7,0,0.034131113,3.5
1/1/22,1027918,1708,52.8,0.727,0.035483871,3.5
1/2/22,1219735,1175,50.3,0.092,0.034684852,3.5
1/3/22,2168229,1141,30.1,0,0.033885833,3.49
1/4/22,2289352,1156,27.2,0,0.033086814,3.49
1/5/22,2267942,1250,39.5,0.227,0.032287795,3.49
1/6/22,2391176,1245,37.8,0,0.031488777,3.49
1/7/22,2121941,1162,30.4,0.367,0.030689758,3.49
1/8/22,1486065,1158,26.1,0,0.029890739,3.49
1/9/22,1102472,1118,35.9,0.108,0.02909172,3.49
1/10/22,2347323,1260,30.7,0,0.028292701,3.49
1/11/22,2266378,1164,18.9,0,0.027493682,3.49
1/12/22,2459224,1318,31.6,0,0.026694663,3.49
1/13/22,2524197,1354,39.9,0,0.025895644,3.49
1/14/22,2522972,1427,37.5,0,0.025096626,3.49
1/15/22,1434676,1231,16.3,0,0.024297607,3.49
1/16/22,1165626,1135,20.7,0.219,0.023498588,3.49
1/17/22,1600048,1252,38.5,1.042,0.022699569,3.48
1/18/22,2541044,1274,33.1,0,0.02190055,3.48
1/19/22,2642129,1326,40.4,0,0.021101531,3.48
1/20/22,2545486,1306,35.7,0.241,0.020302512,3.48
1/21/22,2565781,1259,18.6,0,0.019503493,3.48
1/22/22,1583650,1281,22.1,0,0.018704475,3.48
1/23/22,1245716,1198,30.3,0.021,0.017905456,3.48
1/24/22,2536827,1265,31.4,0,0.017106437,3.49
1/25/22,2701246,1343,37.3,0,0.016307418,3.49
1/26/22,2711803,1262,24.6,0,0.015508399,3.49
1/27/22,2724979,1250,25.5,0,0.01470938,3.49
1/28/22,2703403,1240,31,0.068,0.013910361,3.49
1/29/22,999347,831,19.4,0.625,0.013111342,3.49
1/30/22,1262477,1007,19,0,0.012312323,3.49
1/31/22,2575762,1122,25.7,0,0.011513305,3.52
2/1/22,2635083,1363,31.3,0,0.010714286,3.52
2/2/22,2940152,1223,39.4,0,0.011829329,3.52
2/3/22,2914198,1377,44.5,0.218,0.012944371,3.52
2/4/22,2725725,1293,41.3,0.469,0.014059414,3.52
2/5/22,1792780,1264,27,0,0.015174457,3.52
2/6/22,1323892,1243,27,0,0.0162895,3.52
2/7/22,2784230,1275,36.1,0.015,0.017404542,3.57
2/8/22,3016648,1401,39.1,0.005,0.018519585,3.57
2/9/22,3088775,1442,37.6,0,0.019634628,3.57
2/10/22,3112489,1479,45.3,0,0.020749671,3.57
2/11/22,3015472,1555,47.7,0,0.021864714,3.57
2/12/22,2026308,1462,51.9,0,0.022979756,3.57
2/13/22,1349864,1174,34.3,0.046,0.024094799,3.57
2/14/22,2907825,1305,24.6,0,0.025209842,3.65
2/15/22,3030742,1355,25.9,0.009,0.026324885,3.65
2/16/22,3100639,1443,37.6,0,0.027439928,3.65
2/17/22,3109956,1459,55.6,0.131,0.02855497,3.65
2/18/22,2953785,1445,46.2,0.292,0.029670013,3.65
2/19/22,1792136,1315,32.5,0,0.030785056,3.65
2/20/22,1477125,1170,30.1,0,0.031900099,3.65
2/21/22,1942267,1225,41.6,0,0.033015142,3.73
2/22/22,2669508,1306,47.6,0.06,0.034130184,3.73
2/23/22,2894245,1439,56.9,0,0.035245227,3.73
2/24/22,2858146,1307,33.8,0,0.03636027,3.73
2/25/22,2575630,1199,35,0.432,0.037475313,3.73
2/26/22,1824833,1269,31.8,0,0.038590355,3.73
2/27/22,1403227,1284,38.1,0.028,0.039705398,3.73
2/28/22,2915786,1396,34.1,0,0.040820441,3.78
3/1/22,3138181,1584,40,0,0.041935484,3.78
3/2/22,3208166,1426,46.2,0,0.041550468,3.78
3/3/22,3207495,1356,40.3,0.02,0.041165453,3.78
3/4/22,3077537,1364,31.2,0,0.040780437,3.78
3/5/22,1955535,1342,39.3,0,0.040395421,3.78
3/6/22,1444501,1312,54.5,0.03,0.040010406,3.78
3/7/22,2980920,1437,64.3,0.021,0.03962539,4.02
3/8/22,3244473,1370,45.1,0.009,0.039240375,4.02
3/9/22,3113559,1283,38.3,0.242,0.038855359,4.02
3/10/22,3339363,1491,41.1,0,0.038470343,4.02
3/11/22,3195956,1423,45.1,0.009,0.038085328,4.02
3/12/22,1663893,1183,37.2,0.126,0.037700312,4.02
3/13/22,1479406,1100,29.4,0,0.037315297,4.02
3/14/22,3008800,1455,44.4,0,0.036930281,4.44
3/15/22,3275906,1484,53.5,0,0.036545265,4.44
3/16/22,3332335,1577,55.4,0,0.03616025,4.44
3/17/22,3175784,1479,49.2,0.018,0.035775234,4.44
3/18/22,3275433,1589,55.9,0.009,0.035390219,4.44
3/19/22,2001839,1390,57.2,0.104,0.035005203,4.44
3/20/22,1656673,1398,54.1,0.01,0.034620187,4.44
3/21/22,3034759,1416,53.3,0.036,0.034235172,4.4
3/22/22,3276940,1529,52.7,0,0.033850156,4.4
3/23/22,3275708,1425,44.2,0.001,0.03346514,4.4
3/24/22,3212181,1345,43.6,0.24,0.033080125,4.4
3/25/22,3218970,1501,50.3,0.026,0.032695109,4.4
3/26/22,2024596,1408,49.3,0.002,0.032310094,4.4
3/27/22,1534056,1310,41.2,0,0.031925078,4.4
3/28/22,2989874,1336,29.9,0.046,0.031540062,4.35
3/29/22,3291883,1341,32.4,0.009,0.031155047,4.35
3/30/22,3336073,1458,37.5,0,0.030770031,4.35
3/31/22,3323135,1443,55.1,0,0.030385016,4.35
4/1/22,3237107,1716,53.2,0.301,0.03,4.35
4/2/22,2128435,1364,44.8,0,0.029537634,4.35
4/3/22,1463932,1289,44.7,0.091,0.029075269,4.35
4/4/22,3127667,1466,46.4,0,0.028612903,4.32
4/5/22,3356454,1518,49.6,0.017,0.028150538,4.32
4/6/22,3311547,1440,47.8,0.27,0.027688172,4.32
4/7/22,3307076,1362,48.9,0.29,0.027225806,4.32
4/8/22,3347754,1512,55.4,0.017,0.026763441,4.32
4/9/22,2190396,1476,50.9,0.059,0.026301075,4.32
4/10/22,1707748,1331,47.6,0.037,0.02583871,4.32
4/11/22,3205728,1443,49.5,0.018,0.025376344,4.27
4/12/22,3078069,1426,57.8,0.049,0.024913978,4.27
4/13/22,3220964,1407,59.7,0.009,0.024451613,4.27
4/14/22,3297697,1505,68,0.115,0.023989247,4.27
4/15/22,2761532,1549,59.7,0.009,0.023526882,4.27
4/16/22,1986306,1365,58.7,0.064,0.023064516,4.27
4/17/22,1512633,1169,47.6,0.02,0.022602151,4.27
4/18/22,2676254,1268,46.3,0.157,0.022139785,4.2
4/19/22,2962130,1375,45.9,0.329,0.021677419,4.2
4/20/22,3098046,1457,50.8,0,0.021215054,4.2
4/21/22,3033422,1381,52,0.018,0.020752688,4.2
4/22/22,2985684,1445,60.6,0,0.020290323,4.2
4/23/22,2109188,1381,56.5,0.009,0.019827957,4.2
4/24/22,1655860,1274,55,0,0.019365591,4.2
4/25/22,3026541,1446,52.3,0.009,0.018903226,4.22
4/26/22,3281657,1407,54.9,0.056,0.01844086,4.22
4/27/22,3432282,1518,52.2,0.01,0.017978495,4.22
4/28/22,3404938,1464,49.4,0.009,0.017516129,4.22
4/29/22,3257634,1424,53.3,0.009,0.017053763,4.22
4/30/22,2108746,1362,56.2,0.027,0.016591398,4.22
5/1/22,1683953,1547,56.9,0.028,0.016129032,4.22
5/2/22,2732825,1385,54.3,0.068,0.017114117,4.29
5/3/22,3402882,1520,55.9,0,0.018099202,4.29
5/4/22,3364902,1493,55.5,0.079,0.019084287,4.29
5/5/22,3502522,1486,63.3,0.018,0.020069372,4.29
5/6/22,3190556,1485,55.8,0.076,0.021054457,4.29
5/7/22,1842808,1284,49.4,0.091,0.022039542,4.29
5/8/22,1582133,1258,52.4,0,0.023024627,4.29
5/9/22,3114506,1381,58.5,0,0.024009712,4.44
5/10/22,3412902,1445,61.2,0.018,0.024994797,4.44
5/11/22,3440378,1552,61.8,0,0.025979882,4.44
5/12/22,3430104,1547,62.8,0,0.026964967,4.44
5/13/22,3252002,1563,62.5,0.011,0.027950052,4.44
5/14/22,2149046,1360,62.2,0.09,0.028935137,4.44
5/15/22,1760359,1447,65.5,0.018,0.029920222,4.44
5/16/22,3080043,1485,67.7,0.041,0.030905307,4.67
5/17/22,3536021,1602,66.8,0,0.031890392,4.67
5/18/22,3605606,1563,64.2,0,0.032875477,4.67
5/19/22,3467327,1526,59.7,0.076,0.033860562,4.67
5/20/22,3271914,1548,62.3,0.084,0.034845647,4.67
5/21/22,2324245,1368,73.7,0,0.035830732,4.67
5/22/22,1760638,1437,79.8,0.027,0.036815817,4.67
5/23/22,3111755,1518,69.3,0.009,0.037800902,4.89
5/24/22,3378506,1503,63.1,0.128,0.038785987,4.89
5/25/22,3426530,1560,61.3,0.018,0.039771072,4.89
5/26/22,3341059,1562,62.8,0,0.040756157,4.89
5/27/22,3031130,1499,68.9,0.06,0.041741242,4.89
5/28/22,1872775,1453,69,0.14,0.042726327,4.89
5/29/22,1755236,1386,69.8,0,0.043711412,4.89
5/30/22,1694970,1405,74.5,0,0.044696497,4.93
5/31/22,3176109,1739,82.6,0,0.045681582,4.93
6/1/22,3381297,1701,63.8,0.671,0.046666667,4.93
6/2/22,3351902,1554,68.2,0.471,0.04478853,4.93
6/3/22,3283271,1595,68.3,0,0.042910394,4.93
6/4/22,2178024,1580,71,0,0.041032258,4.93
6/5/22,1724983,1473,69.8,0.018,0.039154122,4.93
6/6/22,3092181,1574,71.9,0,0.037275986,4.88
6/7/22,3392224,1560,70,0.039,0.035397849,4.88
6/8/22,3492805,1613,75.4,0.012,0.033519713,4.88
6/9/22,3297157,1545,74.9,0.282,0.031641577,4.88
6/10/22,3376125,1703,72.1,0.009,0.029763441,4.88
6/11/22,2231451,1550,71.3,0.004,0.027885305,4.88
6/12/22,1674607,1432,68,0.049,0.026007168,4.88
6/13/22,3168681,1602,75.7,0.009,0.024129032,5.01
6/14/22,3494822,1557,75.6,0,0.022250896,5.01
6/15/22,3526802,1628,73,0,0.02037276,5.01
6/16/22,3409624,1519,68.1,0.155,0.018494624,5.01
6/17/22,3247379,1669,78.7,0.009,0.016616487,5.01
6/18/22,2186635,1491,67.2,0,0.014738351,5.01
6/19/22,1725762,1410,63.7,0,0.012860215,5.01
6/20/22,2460659,1513,68.7,0,0.010982079,5.03
6/21/22,3339793,1540,69.7,0.05,0.009103943,5.03
6/22/22,3357113,1582,65.1,0.05,0.007225806,5.03
6/23/22,3407485,1594,66.8,0.072,0.00534767,5.03
6/24/22,3296412,1661,71.3,0,0.003469534,5.03
6/25/22,2286963,1564,79.1,0,0.001591398,5.03
6/26/22,2011977,1498,79.8,0,-0.000286738,5.03
6/27/22,2932598,1543,73.6,0.341,-0.002164875,4.98
6/28/22,3248338,1547,71.6,0,-0.004043011,4.98
6/29/22,3249261,1612,74.7,0.027,-0.005921147,4.98
6/30/22,3151572,1570,78.2,0.054,-0.007799283,4.98
7/1/22,2827549,1723,80.8,0,-0.009677419,4.98
7/2/22,1847093,1549,81.2,0.037,-0.009157128,4.98
7/3/22,1654774,1424,80.3,0,-0.008636837,4.98
7/4/22,1608084,1575,77,0.018,-0.008116545,4.93
7/5/22,2802814,1644,76.3,0.033,-0.007596254,4.93
7/6/22,3066462,1585,79.8,0,-0.007075963,4.93
7/7/22,3115604,1624,76.2,0.018,-0.006555671,4.93
7/8/22,2902322,1539,73.7,0.099,-0.00603538,4.93
7/9/22,2061419,1401,77.2,0.018,-0.005515088,4.93
7/10/22,1681041,1556,74.5,0,-0.004994797,4.93
7/11/22,2876587,1480,74,0,-0.004474506,4.84
7/12/22,3148320,1599,78.8,0,-0.003954214,4.84
7/13/22,3229387,1638,82,0.006,-0.003433923,4.84
7/14/22,3203104,1572,81,0.009,-0.002913632,4.84
7/15/22,3021651,1683,78.5,0,-0.00239334,4.84
7/16/22,2093206,1427,76.6,0.067,-0.001873049,4.84
7/17/22,1674922,1465,78,0.001,-0.001352758,4.84
7/18/22,2720012,1485,79.9,0.046,-0.000832466,4.74
7/19/22,3169016,1444,83.2,0,-0.000312175,4.74
7/20/22,3190942,1560,85.7,0.009,0.000208117,4.74
7/21/22,3109097,1450,85.3,0.156,0.000728408,4.74
7/22/22,2942752,1593,85.7,0.002,0.001248699,4.74
7/23/22,2028696,1475,86,0,0.001768991,4.74
7/24/22,1596195,1381,87.2,0.027,0.002289282,4.74
7/25/22,2727722,1479,82.7,0.116,0.002809573,4.63
7/26/22,3175001,1519,78.2,0.059,0.003329865,4.63
7/27/22,3232796,1527,78.6,0.037,0.003850156,4.63
7/28/22,3151913,1547,80.6,0.144,0.004370447,4.63
7/29/22,2932846,1474,80.1,0.079,0.004890739,4.63
7/30/22,2074421,1496,79.9,0,0.00541103,4.63
7/31/22,1649097,1395,78.2,0,0.005931322,4.63
8/1/22,2739262,1516,71.9,0.46,0.006451613,4.54
8/2/22,3070101,1454,80.5,0,0.00645855,4.54
8/3/22,3124038,1559,80.4,0,0.006465487,4.54
8/4/22,3049076,1449,83.9,0,0.006472425,4.54
8/5/22,2822155,1561,83.2,0,0.006479362,4.54
8/6/22,1999580,1522,83.9,0,0.006486299,4.54
8/7/22,1542311,1404,83.4,0.1,0.006493236,4.54
8/8/22,2705428,1421,85,0.009,0.006500173,4.47
8/9/22,3013784,1497,87.3,0.011,0.006507111,4.47
8/10/22,3134434,1588,81.6,0.016,0.006514048,4.47
8/11/22,3093548,1443,79.9,0.112,0.006520985,4.47
8/12/22,2963913,1606,77.8,0,0.006527922,4.47
8/13/22,2089217,1441,72.6,0,0.00653486,4.47
8/14/22,1677803,1364,73.9,0,0.006541797,4.47
8/15/22,2768347,1473,74.8,0,0.006548734,4.37
8/16/22,3045892,1483,74,0,0.006555671,4.37
8/17/22,3074027,1477,73.1,0.332,0.006562608,4.37
8/18/22,3077928,1526,74.4,0,0.006569546,4.37
8/19/22,2918737,1521,78.7,0,0.006576483,4.37
8/20/22,2038622,1513,81,0,0.00658342,4.37
8/21/22,1619422,1387,76.8,0,0.006590357,4.37
8/22/22,2622885,1492,75.3,0.134,0.006597294,4.29
8/23/22,2992615,1561,77.7,0.01,0.006604232,4.29
8/24/22,3020710,1607,80.1,0,0.006611169,4.29
8/25/22,3090901,1550,81.1,0,0.006618106,4.29
8/26/22,2863653,1514,80.5,0.306,0.006625043,4.29
8/27/22,2066542,1511,80.7,0,0.006631981,4.29
8/28/22,1651689,1436,76.1,0,0.006638918,4.29
8/29/22,2836374,1541,78.8,0,0.006645855,4.19
8/30/22,3091873,1561,79.6,0.076,0.006652792,4.19
8/31/22,3144027,1507,76.7,0.023,0.006659729,4.19
9/1/22,3114667,1677,77.2,0,0.006666667,4.19
9/2/22,2925306,1544,70.1,0,0.006551971,4.19
9/3/22,2116811,1464,72.5,0,0.006437276,4.19
9/4/22,1802349,1379,78.2,0,0.006322581,4.19
9/5/22,1691887,1429,78,0.015,0.006207885,4.08
9/6/22,3063503,1417,71.2,0.788,0.00609319,4.08
9/7/22,3444556,1519,68.7,0,0.005978495,4.08
9/8/22,3644407,1558,70.4,0,0.005863799,4.08
9/9/22,3481756,1576,70.6,0,0.005749104,4.08
9/10/22,2356865,1458,74.1,0,0.005634409,4.08
9/11/22,1737251,1335,71.5,0.169,0.005519713,4.08
9/12/22,3382150,1512,73.3,0.439,0.005405018,3.95
9/13/22,3618354,1513,75.4,1.085,0.005290323,3.95
9/14/22,3741978,1587,72,0,0.005175627,3.95
9/15/22,3747731,1598,69.4,0,0.005060932,3.95
9/16/22,3502358,1656,66.3,0,0.004946237,3.95
9/17/22,2350888,1451,68.9,0,0.004831541,3.95
9/18/22,1844317,1376,74.7,0,0.004716846,3.95
9/19/22,3369999,1394,75.4,0.122,0.004602151,3.83
9/20/22,3767024,1590,72.6,0,0.004487455,3.83
9/21/22,3878782,1555,70.9,0,0.00437276,3.83
9/22/22,3732919,1505,68.5,0.393,0.004258065,3.83
9/23/22,3626482,1589,56.7,0,0.004143369,3.83
9/24/22,2377091,1498,59,0,0.004028674,3.83
9/25/22,1759832,1389,64.8,1.017,0.003913978,3.83
9/26/22,2812853,1371,66.1,0.005,0.003799283,3.72
9/27/22,3204114,1477,64.8,0,0.003684588,3.72
9/28/22,3712354,1521,62,0,0.003569892,3.72
9/29/22,3707751,1440,60.2,0,0.003455197,3.72
9/30/22,3503239,1478,57.9,0,0.003340502,3.72
10/1/22,2032983,1455,57.4,0.509,0.003225806,3.72
10/2/22,1621851,1257,57.7,0.016,0.003336802,3.72
10/3/22,3370048,1292,50.7,0.414,0.003447797,3.63
10/4/22,3397689,1268,51,1.722,0.003558793,3.63
10/5/22,3077346,1470,56.5,0.481,0.003669788,3.63
10/6/22,3848909,1572,63.5,0,0.003780784,3.63
10/7/22,3591080,1653,67.1,0,0.003891779,3.63
10/8/22,2397249,1450,54,0.029,0.004002775,3.63
10/9/22,1917721,1282,53.8,0,0.00411377,3.63
10/10/22,2556722,1406,59.8,0,0.004224766,3.6
10/11/22,3649405,1526,60.8,0,0.004335761,3.6
10/12/22,3776129,1529,63,0,0.004446757,3.6
10/13/22,3682799,1487,65.2,0.508,0.004557752,3.6
10/14/22,3578772,1583,58.6,0.336,0.004668748,3.6
10/15/22,2363501,1494,59.7,0,0.004779743,3.6
10/16/22,1773903,1376,59.5,0,0.004890739,3.6
10/17/22,3314497,1347,60.1,0.138,0.005001734,3.66
10/18/22,3693627,1582,52.1,0,0.00511273,3.66
10/19/22,3814404,1531,48.5,0,0.005223725,3.66
10/20/22,3810901,1514,51.4,0,0.005334721,3.66
10/21/22,3570334,1565,54.7,0,0.005445716,3.66
